PRODUCT_ID,DESCRIPTION,LOCATION,PRODUCT_TYPE,RESOLUTION,MIN_LOT_SIZE,MAX_LOT_SIZE,STD_LOT_SIZE,INCR_LOT_SIZE,BUILD_PERIOD,OBSOLETE,TIME_FENCE,CYCLE_TYPE, CYCLE_FAMILY ,INVENTORY,REVENUE,SHARE_FLAG,MIX,PROD_AREA,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,Product_Unit_Cost,UDA_string_-_-_LOC_ID,UDA_float_-_-_HOLD_COST,UDA_string_-_-_PRODUCT_FAMILY,UDA_string_-_-_PRODUCT_GROUP,UDA_string_-_-_TECHNOLOGY,UDA_string_-_-_PACKAGE,UDA_string_-_-_SHARED,UDA_string_-_-_FAB_LOC,UDA_string_-_-_MASK_LAYERS,UDA_string_-_-_WAFER_SIZE,UDA_string_-_-_BUMP_LOC,UDA_string_-_-_BUMP_TYPE,UDA_string_-_-_PROBE_LOC,UDA_string_-_-_PACKAGE_FAMILY,UDA_string_-_-_ASSY_LOC,UDA_string_-_-_TEST_LOC,UDA_string_-_-_A_MAT_STATUS
WAFER3,-,WBUMP-M3,1,D,25,1000,1000,25,-,-,-,factor,2,-,-,0,0,FAB,FAB_28HPM,FAB_28HPM,6-FAB,5000,FAB,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50
WAFER4,-,FAB1,1,D,25,1000,1000,25,28,-,-,factor,2,-,-,-,0,FAB,FAB_PIC,FAB_PIC,6-FAB,5000,FAB1,0,-,-,PIC,-,NO,FAB1,47,12,-,-,-,-,-,-,50
WAFER4,-,FAB2,1,D,25,1000,1000,25,28,-,-,factor,2,-,-,-,0,FAB,FAB_PIC,FAB_PIC,6-FAB,5000,FAB2,0,-,-,PIC,-,NO,FAB2,47,12,-,-,-,-,-,-,50
WAFER4,-,WBUMP-M2,1,D,25,1000,1000,25,-,-,-,factor,2,-,-,0,0,FAB,FAB_28HPM,FAB_28HPM,6-FAB,5000,FAB,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50
WAFER4,-,WBUMP-M3,1,D,25,1000,1000,25,-,-,-,factor,2,-,-,0,0,FAB,FAB_28HPM,FAB_28HPM,6-FAB,5000,FAB,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50
COMPONENT11,-,FIN-ASSY,0,D,1,5000000,5000000,1,-,-,-,factor,2,-,-,-,-,RAW,RAW,RAW,7-RAW,1,FIN-ASSY,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50
COMPONENT12,-,FIN-ASSY,0,D,1,5000000,5000000,1,-,-,-,factor,2,-,-,-,-,RAW,RAW,RAW,7-RAW,1,FIN-ASSY,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50
COMPONENT13,-,FIN-ASSY,0,D,1,5000000,5000000,1,-,-,-,factor,2,-,-,-,-,RAW,RAW,RAW,7-RAW,1,FIN-ASSY,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50
COMPONENT21,-,FIN-ASSY,0,D,1,5000000,5000000,1,-,-,-,factor,2,-,-,-,-,RAW,RAW,RAW,7-RAW,1,FIN-ASSY,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50
COMPONENT22,-,FIN-ASSY,0,D,1,5000000,5000000,1,-,-,-,factor,2,-,-,-,-,RAW,RAW,RAW,7-RAW,1,FIN-ASSY,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50
COMPONENT23,-,FIN-ASSY,0,D,1,5000000,5000000,1,-,-,-,factor,2,-,-,-,-,RAW,RAW,RAW,7-RAW,1,FIN-ASSY,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50
COMPONENT31,-,FIN-ASSY,0,D,1,5000000,5000000,1,-,-,-,factor,2,-,-,-,-,RAW,RAW,RAW,7-RAW,1,FIN-ASSY,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50
COMPONENT32,-,FIN-ASSY,0,D,1,5000000,5000000,1,-,-,-,factor,2,-,-,-,-,RAW,RAW,RAW,7-RAW,1,FIN-ASSY,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50
COMPONENT33,-,FIN-ASSY,0,D,1,5000000,5000000,1,-,-,-,factor,2,-,-,-,-,RAW,RAW,RAW,7-RAW,1,FIN-ASSY,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50
COMPONENT41,-,FIN-ASSY,0,D,1,5000000,5000000,1,-,-,-,factor,2,-,-,-,-,RAW,RAW,RAW,7-RAW,1,FIN-ASSY,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50
COMPONENT42,-,FIN-ASSY,0,D,1,5000000,5000000,1,-,-,-,factor,2,-,-,-,-,RAW,RAW,RAW,7-RAW,1,FIN-ASSY,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50
COMPONENT43,-,FIN-ASSY,0,D,1,5000000,5000000,1,-,-,-,factor,2,-,-,-,-,RAW,RAW,RAW,7-RAW,1,FIN-ASSY,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50
RAW,-,FAB1,0,D,25,10000,10000,25,-,-,-,factor,2,-,-,-,0,RAW,WAFER,WAFER,7-RAW,1,FAB1,0,-,-,-,-,NO,-,-,-,-,-,-,-,-,-,50
RAW,-,FAB2,0,D,25,10000,10000,25,-,-,-,factor,2,-,-,-,0,RAW,WAFER,WAFER,7-RAW,1,FAB2,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50
