Plant,PN,Description,版次,单位,MRP控制者,MRP控制者描述,JIT进料周期,最小起订量,最小包装量,计划类型,机种,采购员,采购员描述,MRP库存,审核中的PRPO,执行中PO,ITEM,20240317,20240324,20240331,20240407,20240414,20240421,20240428,20240505,20240512,20240519,20240526,20240602,20240707,20240804,20240901,20241006
2000,280-0789-10A,"H-R Si,T 500um,Mit_Vgroove 826um",1A,PC,087,E16680郑路路,38,1,1,PD,F16,A02,唐莹,20305,0,2719,PMC,0,0,0,0,0,0,0,812.000,812.000,812.000,812.000,3020.000,2320.000,1216.000,1220.000,1216.000
2000,280-0789-10B,"H-R Si,T 500um,Mit_Vgroove 802um",1A,PC,087,E16680郑路路,38,1,1,PD,F16,A02,唐莹,78562,0,90835,PMC,6175.000,6175.000,6176.000,18079.000,18079.000,18079.000,18079.000,14276.000,14276.000,14276.000,14272.000,53024.000,40784.000,21216.000,21216.000,21216.000
2000,280-0789-10C,"H-R Si,T 500um,Mit_Vgroove 778um",1A,PC,087,E16680郑路路,38,1,1,PD,F16,A02,唐莹,16315,0,11182,PMC,0,0,0,0,0,0,0,1136.000,1136.000,1136.000,1136.000,4220.000,3248.000,1696.000,1700.000,1696.000
2000,280-0791,CLENS NSF11 R1.65*T1.70*D1.4,1A,PC,090,E2216J陆雪娟,45,100,100,PD,F30 F13 F37,A10,王紫慧,158229,47900,150594,PMC,9333.000,9333.000,9334.000,53650.000,53650.000,53650.000,53650.000,44114.000,44114.000,44114.000,44114.000,151235.000,113456.000,75640.000,50455.000,42056.000
2000,280-0793,"8-CH lens,TFC/Tsuois",1A,PC,056,T21246张鲁,45,100,100,PD,M96,A04,李宗洋,500,0,2700,PMC,0,0,0,175.000,175.000,175.000,175.000,110.000,110.000,110.000,108.000,435.000,438.000,438.000,435.000,438.000
2000,280-0793-02,"8-CH lens,doped,2dB attenuation",1A,PC,056,T21246张鲁,45,100,100,PD,M96,A04,李宗洋,11940,0,24480,PMC,0,0,0,2550.000,2550.000,2550.000,2550.000,2670.000,2670.000,2670.000,2670.000,10680.000,8496.000,8496.000,8495.000,8496.000
2000,280-0810,"CoC submount 9*2.2*0.3mm,AlN",1C,PC,090,E2216J陆雪娟,62,1,1,PD,F37 F30 F13,A02,唐莹,56033,0,34164,PMC,3945.000,3945.000,3947.000,12165.000,12165.000,12165.000,12165.000,10313.000,10313.000,10313.000,10313.000,37040.000,32040.000,21028.000,15015.000,15020.000
2000,280-0848,"PEI Single Lens,2.4*3*1.2",1A,PC,090,E2216J陆雪娟,59,100,100,PD,F30 F37 F13,A04,李宗洋,46118,0,49500,PMC,3500.000,3500.000,3500.000,11650.000,11650.000,11650.000,11650.000,9747.000,9747.000,9747.000,9747.000,38250.000,21858.000,15240.000,18290.000,15138.000
2000,280-0861,"Periscope，LR4 COP,1.54*1.2*1.5,N-SF11",1A,PC,087,E16680郑路路,38,100,100,PD,F16,A10,王紫慧,11771,30600,25800,PMC,6666.000,6666.000,6668.000,9150.000,9150.000,9150.000,9150.000,7718.000,7718.000,7718.000,7718.000,28820.000,20070.000,10438.000,10442.000,10438.000
2000,280-0862,"Rx G-lens periscope,45deg,1*1*3,N-SF11",1B,PC,087,E16680郑路路,38,100,100,PD,,A10,王紫慧,19344,0,4980,PMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,280-0865,"AL2O3 dam,11.5*1*1.5",1B,PC,087,E16680郑路路,38,100,100,PD,F16,A10,王紫慧,18182,13700,8431,PMC,1133.000,1133.000,1134.000,4675.000,4675.000,4675.000,4675.000,3529.000,3529.000,3529.000,3527.000,13104.000,10082.000,5244.000,5244.000,5244.000
2000,280-0866,"CB cover,13.45*10.3*0.3",1C,PC,087,E16680郑路路,38,100,100,PD,F16,A10,王紫慧,14770,13800,11797,PMC,2266.000,2266.000,2268.000,4675.000,4675.000,4675.000,4675.000,3529.000,3529.000,3529.000,3527.000,13104.000,10082.000,5244.000,5244.000,5244.000
2000,280-0867,"Glass window,11.45*2.65*2.5",1B,PC,087,E16680郑路路,38,100,100,PD,F16,A10,王紫慧,13353,13800,13160,PMC,2766.000,2766.000,2768.000,4650.000,4650.000,4650.000,4650.000,3529.000,3529.000,3529.000,3527.000,13104.000,10082.000,5244.000,5244.000,5244.000
2000,280-0897,"Light path lift,73.3deg,2.54*3.15*1.27mm",1A,PC,090,E2216J陆雪娟,52,100,100,PD,F16 F13 F30,A10,王紫慧,102223,0,35500,PMC,0,0,0,0,0,0,0,630.000,630.000,630.000,630.000,2040.000,1352.000,900.000,600.000,500.000
2000,280-0898,"Tilt Prism PEI Lens,14.45deg* 4.86 deg",1B,PC,090,E2216J陆雪娟,52,100,100,PD,F13 F30,A10,王紫慧,17720,14700,69256,PMC,9433.000,9433.000,9434.000,14125.000,14125.000,14125.000,14125.000,10689.000,10689.000,10689.000,10689.000,36755.000,27732.000,18484.000,12325.000,10272.000
2000,280-0932,"H-Resistivity Silicon,mitsubishi laser",1C,PC,090,E2216J陆雪娟,45,1,1,PD,F13 F30 F37 M16,A02,唐莹,130071,0,193629,PMC,35389.000,35389.000,35391.000,43765.000,43765.000,43765.000,43765.000,40000.000,40000.000,40000.000,40000.000,113600.000,113600.000,74400.000,59100.000,49900.000
2000,280-0933,"H-Resistivity Silicon,Oclare laser",1C,PC,090,E2216J陆雪娟,45,1,1,PD,F36 F13,A02,唐莹,42674,0,28522,PMC,4399.000,4399.000,4401.000,13741.000,13741.000,13741.000,0,11500.000,11500.000,11500.000,11500.000,47500.000,47500.000,38996.000,23660.000,8000.000
2000,280-0992,"Field lens spacer 2,0.5*0.4*0.245mm",1B,PC,090,E2216J陆雪娟,52,100,100,PD,M41 J05 F16 F30 F13,A10,王紫慧,188770,131900,401649,PMC,67733.000,67733.000,67734.000,119050.000,119050.000,119050.000,119050.000,104704.000,104704.000,104704.000,104700.000,476935.000,387168.000,355446.000,404850.000,330392.000
2000,280-1011,"Silicon Field Lens,R0.3,1.75*0.34*0.275",1B,PC,090,E2216J陆雪娟,52,100,100,PD,F16 M41 F30 F13 J05,A04,李宗洋,105318,0,636617,PMC,28333.000,28333.000,28334.000,59450.000,59450.000,59450.000,59450.000,51663.000,51663.000,51663.000,51661.000,235095.000,190858.000,174995.000,199150.000,162574.000
2000,280-1018,25G GaAs 1x4PIN array,1A,PC,085,E19G58崔丽丽,62,1,1,PD,F28 M90 F29,A07,吕文悦,68629,0,31132,PMC,0,0,0,6266.000,6266.000,6266.000,6267.000,8566.000,8566.000,8566.000,8566.000,33355.000,28818.000,28818.000,28820.000,25458.000
2000,280-1019,"PD,Singlet PIN",1A,PC,056,T21246张鲁,62,1,1,PD,N06 J10 H28,A07,吕文悦,17066,0,74327,PMC,13712.000,13712.000,0,7524.000,7524.000,7524.000,7525.000,6271.000,6271.000,6271.000,6267.000,25085.000,22932.000,22932.000,22935.000,22932.000
2000,281-0009,"TX Receptacle for Mit,4D,2.92X7.96",1D,PC,090,E2216J陆雪娟,45,100,100,PD,F30 F37,A04,李宗洋,8207,0,31555,PMC,0,0,0,5200.000,5200.000,5200.000,5200.000,4879.000,4879.000,4879.000,4879.000,13355.000,5136.000,5136.000,5135.000,4932.000
2000,281-0070,RX Receptacle,1A,PC,090,E2216J陆雪娟,45,100,100,PD,F52 F37,A04,李宗洋,13968,0,5021,PMC,0,0,0,0,0,0,0,1277.000,1277.000,1277.000,1277.000,5105.000,5108.000,5108.000,5105.000,0
2000,282-0041,RX periscope holder,1A,PC,090,E2216J陆雪娟,59,100,100,PD,F13,A10,王紫慧,-30294,6800,59831,PMC,55000.000,0,0,12000.000,12000.000,12000.000,12000.000,5801.000,5801.000,6993.000,6993.000,27969.000,12122.000,10154.000,12950.000,8806.000
2000,282-0330,"TX Receptacle side periscope,43.86deg",1B,PC,090,E2216J陆雪娟,45,100,100,PD,F30 F37,A10,王紫慧,32686,0,9607,PMC,0,0,0,425.000,425.000,425.000,425.000,3629.000,3629.000,3629.000,3629.000,5260.000,5100.000,5100.000,5100.000,0
2000,282-0333,"RX side periscope,43.86deg,3.51*1.2*1.2",1B,PC,090,E2216J陆雪娟,45,100,100,PD,F30,A10,王紫慧,20041,0,11032,PMC,0,0,0,700.000,700.000,700.000,700.000,2343.000,2343.000,2343.000,2343.000,160.000,0,0,0,0
2000,282-0432,"RX  periscope,43deg,2.57*1.2*1.1,AR",1A,PC,090,E2216J陆雪娟,45,100,100,PD,F48 F52 F37,A10,王紫慧,14704,0,4917,PMC,0,0,0,0,0,0,0,1288.000,1288.000,1288.000,1288.000,5150.000,5152.000,5152.000,5150.000,0
2000,282-0433,"Field lens spacer,0.4*0.4*0.21mm",1A,PC,090,E2216J陆雪娟,45,100,100,PD,F37,A10,王紫慧,33585,0,11243,PMC,0,0,0,0,0,0,0,2128.000,2128.000,2128.000,2128.000,10130.000,10132.000,10132.000,10130.000,10132.000
2000,282-0434,"Tilt Prism,N-SF11,14.9deg* 5 deg",1A,PC,090,E2216J陆雪娟,45,100,100,PD,F48 F37,A10,王紫慧,12801,0,5803,PMC,0,0,0,0,0,0,0,1273.000,1273.000,1273.000,1273.000,5090.000,5092.000,5092.000,5090.000,4888.000
2000,283-0098,"Pin PD Array,4*25Gbps,250um ptich",1A,PC,090,E2216J陆雪娟,62,100,1,PD,F30,A07,吕文悦,12191,0,16808,PMC,1886.000,1887.000,0,2575.000,2575.000,2575.000,2576.000,2545.000,2545.000,2545.000,2545.000,5090.000,0,0,0,0
2000,283-0226,"PD,DO297_45um_E1,45um",1A,PC,090,E2216J陆雪娟,62,1,1,PD,F37,A07,吕文悦,11237,0,9148,PMC,0,0,0,28.000,28.000,28.000,28.000,1064.000,1064.000,1064.000,1064.000,5065.000,5068.000,5068.000,5065.000,5068.000
2000,284-0118,Silicon Field Lens Array1.75x0.34x0.275,1A,PC,090,E2216J陆雪娟,45,100,100,PD,F37,A04,李宗洋,16877,0,5196,PMC,0,0,0,0,0,0,0,1064.000,1064.000,1064.000,1064.000,5065.000,5068.000,5068.000,5065.000,5068.000
2000,285-0012,"LD submount,for all",1B,PC,090,E2216J陆雪娟,62,1,1,PD,F16 F50 F36 F13 F30 F37 M16,A02,唐莹,224104,0,579560,PMC,99714.000,99714.000,99715.000,82142.000,82142.000,82142.000,82143.000,70464.000,70464.000,70464.000,70460.000,233584.000,219596.000,149540.000,112756.000,87864.000
2000,285-0109,"TIA Submount,Low cost",1A,PC,090,E2216J陆雪娟,62,1,1,PD,F37 F30,A02,唐莹,37744,0,8000,PMC,0,0,0,0,0,0,0,3577.000,3577.000,3577.000,3577.000,10090.000,5068.000,5068.000,5065.000,5068.000
2000,287-0003,Isolator D2.5mm CA 0.7 single 7degree,1B,PC,090,E2216J陆雪娟,52,100,100,PD,F13 F16,A05,薛凤,26614,0,97300,PMC,14666.000,14666.000,14668.000,14425.000,14425.000,14425.000,14425.000,10813.000,10813.000,10813.000,10813.000,42250.000,36995.000,23231.000,17181.000,15163.000
2000,288-0001,"TX Z-Block,Pitch2.2,76.5D,0.85X0.85X0.7",1B,PC,090,E2216J陆雪娟,59,100,100,PD,F48 F30 F37 F13,A04,李宗洋,28869,0,57463,PMC,6266.000,6266.000,6268.000,11500.000,11500.000,11500.000,11500.000,9284.000,9284.000,10458.000,10458.000,32662.000,17061.000,15124.000,17875.000,8670.000
2000,288-0005,"RX Z-Block,P0.75,8 deg incident",1B,PC,090,E2216J陆雪娟,59,100,100,PD,F30 F13,A04,李宗洋,-11144,0,84435,PMC,17100.000,17100.000,17100.000,10450.000,10450.000,10450.000,10450.000,8042.000,8042.000,9224.000,9224.000,27729.000,12016.000,10066.000,12840.000,8730.000
2000,288-0134,"RX Z-Block,P1.0mm,13.5d Incident,square",1B,PC,090,E2216J陆雪娟,45,100,100,PD,F48 F37,A04,李宗洋,14942,0,5056,PMC,0,0,0,0,0,0,0,1313.000,1313.000,1313.000,1313.000,5250.000,5252.000,5252.000,5250.000,0
2000,300-0140,Housing body,1C,PC,085,E19G58崔丽丽,45,1000,100,PD,,A06,李跃红,3649,0,0,PMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,300-0150,Housing body,1E,PC,090,E2216J陆雪娟,59,1000,100,PD,F35 M51 M53 F13 F33 F09,A06,李跃红,23922,0,25320,PMC,7266.000,7266.000,7268.000,8850.000,8850.000,8850.000,8850.000,7006.000,7306.000,7306.000,7306.000,32225.000,29924.000,19616.000,15610.000,14308.000
2000,300-0151,Housing lid,1D,PC,090,E2216J陆雪娟,59,1000,100,PD,F35 M51 M53 F13 F33 F09,A06,李跃红,17660,0,33524,PMC,9666.000,9666.000,9668.000,8875.000,8875.000,8875.000,8875.000,7028.000,7328.000,7328.000,7328.000,32315.000,30008.000,19764.000,15635.000,14332.000
2000,300-0152,Housing adapter,1E,PC,090,E2216J陆雪娟,59,1000,100,PD,F35 M51 M53 F13 F33 F09,A06,李跃红,22777,0,28100,PMC,7866.000,7866.000,7868.000,8825.000,8825.000,8825.000,8825.000,6906.000,7306.000,7306.000,7306.000,32225.000,29924.000,19616.000,15610.000,14308.000
2000,300-0168,Housing body,1C,PC,087,E16680郑路路,38,1000,100,PD,F16,A06,李跃红,15232,1800,11840,PMC,0,0,0,3025.000,3025.000,3025.000,3025.000,2800.000,2800.000,2800.000,2800.000,9065.000,7636.000,7636.000,6110.000,2648.000
2000,300-0169,Housing lid,1B,PC,087,E16680郑路路,38,1000,100,PD,F16,A06,李跃红,13881,2800,13129,PMC,66.000,66.000,68.000,3325.000,3325.000,3325.000,3325.000,2800.000,2800.000,2800.000,2800.000,9065.000,7636.000,7636.000,6110.000,2648.000
2000,300-0180,Housing adapter,1C,PC,087,E16680郑路路,38,1000,100,PD,F16,A06,李跃红,11522,2800,15500,PMC,833.000,833.000,834.000,3350.000,3350.000,3350.000,3350.000,2800.000,2800.000,2800.000,2800.000,9065.000,7636.000,7636.000,6110.000,2648.000
2000,300-0311,Housing body,1C,PC,090,E2216J陆雪娟,45,1000,100,PD,F30 F37 F31,A06,李跃红,20596,4200,22262,PMC,2166.000,2166.000,2168.000,4950.000,4950.000,4950.000,4950.000,4255.000,4255.000,4255.000,4255.000,15015.000,5008.000,5008.000,5005.000,5308.000
2000,300-0312,Housing lid,1A,PC,090,E2216J陆雪娟,45,1000,100,PD,F30 M88 F37 F31,A06,李跃红,22094,4300,20796,PMC,1666.000,1666.000,1668.000,4950.000,4950.000,4950.000,4950.000,4263.000,4263.000,4263.000,4263.000,15045.000,5028.000,5028.000,5025.000,5328.000
2000,300-0313,Housing adapter,1B,PC,090,E2216J陆雪娟,45,1000,100,PD,F30 M88 F37 F31,A06,李跃红,22112,4200,20750,PMC,1666.000,1666.000,1668.000,4925.000,4925.000,4925.000,4925.000,4255.000,4255.000,4255.000,4255.000,15015.000,5008.000,5008.000,5005.000,5308.000
2000,300-0316,"Housing Body,COST DOWN",1A,PC,085,E19G58崔丽丽,62,1000,100,PD,F29,A06,李跃红,3728,0,32400,PMC,10400.000,10400.000,10400.000,5775.000,5775.000,5775.000,5775.000,4799.000,5300.000,5300.000,5296.000,14335.000,11252.000,11252.000,11255.000,9188.000
2000,300-0317,"Housing LID,COST DOWN",1B,PC,085,E19G58崔丽丽,62,1000,100,PD,F29,A06,李跃红,4841,0,34683,PMC,9866.000,9866.000,9868.000,5900.000,5900.000,5900.000,5900.000,4803.000,5304.000,5304.000,5300.000,14345.000,11260.000,11260.000,11265.000,9196.000
2000,301-0022,"RX LENS COVER,ZN3",1B,PC,090,E2216J陆雪娟,59,1000,100,PD,F13,A06,李跃红,-21785,6200,60800,PMC,49400.000,0,0,11125.000,11125.000,11125.000,11125.000,5884.000,5884.000,5884.000,5884.000,33100.000,16706.000,10088.000,13140.000,9986.000
2000,302-0004,TSLG Nylok Screw M1.4x0.3x5.45,1B,PC,090,E2216J陆雪娟,59,1000,1000,PD,G12 F16 M53 G17 M51 F35 M22 M18 M17 J05 F29 F13 F33 I31,A06,李跃红,174708,0,630000,PMC,138666.000,138666.000,138668.000,153500.000,153500.000,153500.000,153500.000,131695.000,132696.000,132696.000,132684.000,420557.000,292401.000,267329.000,197677.000,161409.000
2000,302-0007,TSLG Nylok Screw M1.4x0.3x4.63,1B,PC,090,E2216J陆雪娟,59,1000,1000,PD,M32 F16 M53 F30 G17 M51 F35 M18 M17 I43 F13 F37 F31 F33,A06,李跃红,1225560,0,1564000,PMC,409000.000,409000.000,409000.000,492500.000,492500.000,492500.000,492500.000,410900.000,410900.000,410900.000,410900.000,1631260.000,1521112.000,603276.000,168770.000,145208.000
2000,310-0166,"advanced thermal pad,5*5*1.0mm",1A,PC,085,E19G58崔丽丽,62,1000,100,PD,F29,A16,辛帆,5945,0,39366,PMC,10333.000,10333.000,10334.000,5275.000,5275.000,5275.000,5275.000,4804.000,5305.000,5305.000,5301.000,14345.000,11264.000,11264.000,11265.000,9196.000
2000,310-0357,"Pull Tab+Lach,Beige color",1B,PC,085,E19G58崔丽丽,62,1000,100,PD,F29,A06,李跃红,9960,0,0,PMC,0,0,0,0,0,0,0,1551.000,2051.000,2051.000,2049.000,5070.000,5068.000,5068.000,5070.000,3004.000
2000,310-0370,"Thermal Pad,gray,6.0*6.0*0.5mm",1A,PC,085,E19G58崔丽丽,45,1000,100,PD,,A16,辛帆,199408,0,0,PMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,310-0376,"EMI Pad,Gray,3.6*3.6*1.0mm",1B,PC,085,E19G58崔丽丽,62,1000,100,PD,M90 F29,A16,辛帆,32987,0,107300,PMC,6200.000,6200.000,6200.000,16375.000,16375.000,16375.000,16375.000,9688.000,10688.000,10688.000,10680.000,28885.000,22656.000,22656.000,22660.000,18496.000
2000,310-0401,"Dust cover EPDM,Duplex LC,Black",1C,PC,090,E2216J陆雪娟,59,1000,100,PD,F16 F35 M17 M51 M41 M18 J05 F30 F13 F37 G17 I02 F31,A16,辛帆,48125,0,302581,PMC,84433.000,84433.000,84434.000,72700.000,72700.000,72700.000,72700.000,58655.000,58655.000,58655.000,58648.000,281241.000,233857.000,221808.000,233032.000,200313.000
2000,310-0405,"Tape,8358,11x2x0.08mm",1A,PC,056,T21246张鲁,45,1000,100,PD,H28,A16,辛帆,1191,0,55154,PMC,4033.000,4033.000,4034.000,2175.000,2175.000,2175.000,2175.000,1879.000,1879.000,1879.000,1879.000,7315.000,7316.000,7316.000,7315.000,7316.000
2000,310-0417,"Dust cover,EPDM,single LC,halogen free",1C,PC,048,E16677陈秀丽,55,1000,100,PD,N01,A16,辛帆,1479,9600,1,PMC,2300.000,2300.000,2300.000,2200.000,2200.000,2200.000,2200.000,1760.000,1760.000,1760.000,1760.000,7040.000,7036.000,0,0,0
2000,310-0440,"MPO dust cover,Silicon rubber,black",2A,PC,085,E19G58崔丽丽,62,1000,100,PD,F29,A16,辛帆,11069,0,28531,PMC,5833.000,5833.000,5834.000,7350.000,7350.000,7350.000,7350.000,4796.000,5296.000,5296.000,5292.000,14320.000,11240.000,11240.000,11240.000,9180.000
2000,310-0490,"Thermal Pad,6*4.5*1mm",1A,PC,056,T21246张鲁,45,1000,100,PD,H28 J10,A16,辛帆,1613,0,37800,PMC,5300.000,5300.000,5300.000,3875.000,3875.000,3875.000,3875.000,3204.000,3204.000,3204.000,3204.000,12620.000,12616.000,12616.000,12620.000,12616.000
2000,310-0724,"Pull tab,Purple,pantone Medium Purple C",1A,PC,090,E2216J陆雪娟,45,1000,100,PD,F31,A06,李跃红,2634,0,0,PMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,311-0207,"Thermal Pad,13.5*13.5*1mm",1A,PC,085,E19G58崔丽丽,62,1000,100,PD,F29,A16,辛帆,4818,0,37300,PMC,10700.000,10700.000,10700.000,5300.000,5300.000,5300.000,5300.000,4815.000,5315.000,5315.000,5311.000,14360.000,11276.000,11276.000,11275.000,9196.000
2000,311-0244,"mylar,PC98,10.2X14X0.1MM",1A,PC,090,E2216J陆雪娟,59,1000,1000,PD,M51 M53 F35 F13 F33,A16,辛帆,50259,0,33500,PMC,8000.000,8000.000,8000.000,12750.000,12750.000,12750.000,12750.000,10622.000,10622.000,10622.000,10622.000,42485.000,40484.000,22448.000,9220.000,9224.000
2000,311-0252,"mylar,pc98+99015LVC-XC,5.2X39.5X0.20mm",1C,PC,090,E2216J陆雪娟,45,1000,1000,PD,F30 F11 F31,A16,辛帆,21044,0,15600,PMC,0,0,0,3750.000,3750.000,3750.000,3750.000,3006.000,3006.000,3006.000,3006.000,10020.000,0,0,0,0
2000,311-0260,"TopProtective film,24.1*15.05*0.19,NS13k",1A,PC,090,E2216J陆雪娟,45,1000,1000,PD,F37 F30,A16,辛帆,18219,0,15300,PMC,0,0,0,3500.000,3500.000,3500.000,3500.000,3564.000,3564.000,3564.000,3564.000,10065.000,5068.000,5068.000,5065.000,5068.000
2000,311-0276,EMI PAD,1A,PC,090,E2216J陆雪娟,59,1000,1000,PD,F16 F35 M51 F30 F13 F37 F31 F09,A16,辛帆,118909,0,111000,PMC,29000.000,29000.000,29000.000,36000.000,36000.000,36000.000,36000.000,29281.000,30281.000,30281.000,30281.000,118655.000,92800.000,69800.000,55600.000,46400.000
2000,311-0436,"EMI Composite Tape,15.0*5.7*0.08mm",1A,PC,090,E2216J陆雪娟,59,1000,1000,PD,M22 F37,A16,辛帆,30168,0,68000,PMC,15666.000,15666.000,15668.000,22000.000,22000.000,22000.000,22000.000,19717.000,19717.000,19717.000,19717.000,49030.000,10000.000,10000.000,10000.000,10600.000
2000,311-0437,"EMI pad,14.7x6.4x0.5mm",1A,PC,090,E2216J陆雪娟,45,1000,1000,PD,F37,A16,辛帆,6650,0,5000,PMC,333.000,333.000,334.000,1250.000,1250.000,1250.000,1250.000,1250.000,1250.000,1250.000,1250.000,5000.000,5000.000,5000.000,5000.000,5300.000
2000,320-0109,MPO adapter,2C,PC,085,E19G58崔丽丽,62,1000,100,PD,F29,A06,李跃红,6293,0,37706,PMC,8500.000,8500.000,8500.000,6550.000,6550.000,6550.000,6550.000,4796.000,5296.000,5296.000,5292.000,14320.000,11240.000,11240.000,11240.000,9180.000
2000,320-0128,"EMI Finger,SUS301",1B,PC,056,T21246张鲁,45,1000,100,PD,N01,A06,李跃红,6471,0,15800,PMC,66.000,66.000,68.000,2225.000,2225.000,2225.000,2225.000,1782.000,1782.000,1782.000,1782.000,7130.000,7128.000,0,0,0
2000,320-0284,"Spring OD 1.5mm,l:7.3mm, W-D:0.2mm",1A,PC,090,E2216J陆雪娟,59,1000,1000,PD,G12 I09 M32 M20 M18 M51 F16 M53 F30 G17 I43 F35 M22 F11 M17 J05 J35 M88 F29 F13 F37 F31 F33 I02 I31,A06,李跃红,648296,0,1266000,PMC,298666.000,298666.000,298668.000,321500.000,321500.000,321500.000,321500.000,269500.000,270511.000,270511.000,270499.000,1027417.000,924677.000,452165.000,199407.000,167325.000
2000,320-0328,"Guide Pin MM,SUS420J2F,M0.698*6.5L,多模",1A,PC,085,E19G58崔丽丽,45,1000,1000,PD,F29 F28 M90,A10,王紫慧,87858,44000,25000,PMC,0,0,0,17250.000,17250.000,17250.000,17250.000,17058.000,17058.000,17058.000,17058.000,66430.000,57368.000,57368.000,57370.000,50676.000
2000,320-0412,TX Receptacle Side Lens Holder,1A,PC,090,E2216J陆雪娟,59,100,100,PD,F16 F13,A05,薛凤,-7041,0,72249,PMC,19100.000,19100.000,19100.000,12125.000,12125.000,12125.000,12125.000,9469.000,9469.000,10632.000,10632.000,41508.000,21735.000,15057.000,17786.000,13744.000
2000,320-0438,TX Periscope holder,1B,PC,090,E2216J陆雪娟,59,100,100,PD,F13,A10,王紫慧,-20015,6700,48720,PMC,44100.000,0,0,9900.000,9900.000,9900.000,9900.000,5655.000,5655.000,6818.000,6818.000,27268.000,11816.000,9898.000,12625.000,8585.000
2000,320-0443,RX Receptacle Side Lens Holder,1B,PC,090,E2216J陆雪娟,59,100,100,PD,F13,A05,薛凤,-27275,0,51417,PMC,51400.000,0,0,11250.000,11250.000,11250.000,11250.000,5655.000,5655.000,6818.000,6818.000,27268.000,11816.000,9898.000,12625.000,8585.000
2000,320-0468,"CuW base,23.14*14.25*5.9",2C,PC,087,E16680郑路路,38,100,100,PD,F16,A05,薛凤,13774,0,24200,PMC,1366.000,1366.000,1368.000,4150.000,4150.000,4150.000,4150.000,3500.000,3500.000,3500.000,3500.000,13000.000,10000.000,5200.000,5200.000,5200.000
2000,320-0470,"Tx OB cover,14*13.45*0.1",1B,PC,087,E16680郑路路,38,100,100,PD,F16,A05,薛凤,23841,0,23900,PMC,1500.000,1500.000,1500.000,4950.000,4950.000,4950.000,4950.000,4125.000,4125.000,4125.000,4125.000,15400.000,10727.000,5579.000,5581.000,5579.000
2000,320-0471,"Rx prism cover,14.85*5.9*0.05",1C,PC,087,E16680郑路路,38,100,100,PD,F16,A05,薛凤,30267,0,0,PMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,320-0474,Rx Glens holder,1C,PC,087,E16680郑路路,38,100,100,PD,,A05,薛凤,12997,0,16680,PMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,320-0486,RX Receptacle Side Lens Holder,1A,PC,087,E16680郑路路,38,100,100,PD,F16,A05,薛凤,9475,0,24400,PMC,2100.000,2100.000,2100.000,4525.000,4525.000,4525.000,4525.000,3825.000,3825.000,3825.000,3825.000,14280.000,9947.000,5175.000,5176.000,5175.000
2000,320-0493,Receptacle z ring,1A,PC,090,E2216J陆雪娟,66,100,100,PD,F16 F13,A05,薛凤,-17204,0,153900,PMC,47600.000,47600.000,47600.000,24350.000,24350.000,24350.000,24350.000,19505.000,19505.000,21853.000,21853.000,85289.000,45060.000,31094.000,36487.000,28282.000
2000,320-0550,"Metal Cover,OB BOX Weld version",1A,PC,090,E2216J陆雪娟,45,1000,100,PD,F13,A06,李跃红,31828,0,33949,PMC,3566.000,3566.000,3568.000,8575.000,8575.000,8575.000,8575.000,7049.000,7049.000,7049.000,7049.000,28195.000,27192.000,18124.000,12085.000,10072.000
2000,320-0611,"Metal OB,removeRX light path lift window",1A,PC,090,E2216J陆雪娟,59,100,100,PD,F13,A05,薛凤,-29338,0,77871,PMC,53200.000,0,0,11600.000,11600.000,11600.000,11600.000,5599.000,5599.000,6750.000,6750.000,26997.000,11699.000,9800.000,12500.000,8500.000
2000,320-0759,OE BOX,1A,PC,090,E2216J陆雪娟,45,100,100,PD,F30,A05,薛凤,20597,0,9882,PMC,0,0,0,400.000,400.000,400.000,400.000,2250.000,2250.000,2250.000,2250.000,0,0,0,0,0
2000,320-0763,"heatsink Kovar 4J29,breadth:13.85mm",1B,PC,090,E2216J陆雪娟,45,100,100,PD,F13,A05,薛凤,18814,0,60604,PMC,6233.000,6233.000,6234.000,7450.000,7450.000,7450.000,7450.000,6750.000,6750.000,6750.000,6750.000,27000.000,27000.000,16000.000,10000.000,10000.000
2000,320-0836,"OE BOX,Kover",1D,PC,090,E2216J陆雪娟,45,100,100,PD,F37,A05,薛凤,9687,0,5593,PMC,0,0,0,400.000,400.000,400.000,400.000,1250.000,1250.000,1250.000,1250.000,5000.000,5000.000,5000.000,5000.000,0
2000,321-0057,"RX Receptacle Holder,Low cost",1A,PC,090,E2216J陆雪娟,45,100,100,PD,F30 F37,A05,薛凤,37470,0,1150,PMC,0,0,0,0,0,0,0,3656.000,3656.000,3656.000,3650.000,5260.000,5261.000,5261.000,5260.000,0
2000,321-0058,"TX Receptacle Holder,Low cost",1A,PC,090,E2216J陆雪娟,45,100,100,PD,F30 F37,A05,薛凤,30033,0,2648,PMC,0,0,0,1225.000,1225.000,1225.000,1225.000,3656.000,3656.000,3656.000,3650.000,5260.000,5261.000,5261.000,5260.000,0
