Creation_Date,WO,Type,PN,Description,Plant,Quantity_GMEIN,Delivered_Quantity_GMEIN,UOM_GMEIN,Start_Date,Due_Date,Status,输入者,Reserved_Number,Group,Process,Storage,Actual_Assigned_Date,Actual_Finished_Date,Scrap_GMEIN,Actual_Start_Date
7/2/2024,WOOBAOB104,XC01,260-0141-02,"BOSA Ass-BOM,CWDM4 V2.0(Weld+Oclaro DFB)",2000,2000,1469,PC,7/8/2024,8/3/2024,REL  PCNF PRC  BCRQ GMPS MANC PDLV SETC,CAIDH,8029419,F13,OB,,7/2/2024,7/15/2024,80,7/3/2024
7/1/2024,WOOBAA01,XC01,500-6285,"100G QSFP28 CWDM4 Gen3,HT(34061299-001)",2000,2000,570,PC,7/7/2024,8/2/2024,REL  PCNF PRC  GMPS MANC PDLV SETC,CAIDH,8015198,F30,Module,3019,7/1/2024,7/16/2024,100,7/4/2024
7/1/2024,WOOBAA04,XC01,561-0081,"100G Q28 CGR4 Gen3,Google(Ocl),from TW",6000,1680,421,PC,7/8/2024,8/6/2024,REL  PCNF PRC  GMPS MANC PDLV SETC,CAIDH,8015511,M09,Module,2019,7/1/2024,7/15/2024,168,7/5/2024
7/1/2024,ZQOBA31101,XC01,280-1312-31,"TX COC Ass-BOM,CWDM4,Gen3 Mit DFB 1310nm",2000,96,0.000,PC,7/7/2024,7/17/2024,REL  PCNF PRC  BCRQ GMPS MANC SETC,CAIDH,8015398,F13,TX COC,,7/1/2024,,7,7/4/2024
6/29/2024,WOOAZSU124,XC01,280-1595,"OB BOM,COP G3(SEI,2110S,Sif PD,kovar HS)",2000,1000,995,PC,7/8/2024,7/19/2024,REL  PCNF PRC  BCRQ GMPS MANC PDLV SETC,CAIDH,7990454,F30,Preform,,6/29/2024,7/13/2024,0.000,7/9/2024
6/29/2024,ZGOAZA18,XC01,500-6285,"100G QSFP28 CWDM4 Gen3,HT(34061299-001)",2000,12,0.000,PC,7/12/2024,8/7/2024,REL  PCNF PRC  GMPS MANC SETC,CAIDH,7990514,F30,Module,3019,6/29/2024,,1,7/6/2024
6/28/2024,WOOAZ27119,XC01,280-1312-27,"TX COC Ass-BOM,CWDM4,Gen3 Mit DFB 1270nm",2000,4000,3758,PC,7/4/2024,7/14/2024,REL  PCNF PRC  BCRQ GMPS MANC PDLV RESA*,CAIDH,7977150,F13,TX COC,,6/28/2024,7/15/2024,280,6/28/2024
6/28/2024,WOOAZ29119,XC01,280-1312-29,"TX COC Ass-BOM,CWDM4,Gen3 Mit DFB 1290nm",2000,4000,3627,PC,7/4/2024,7/14/2024,REL  PCNF PRC  BCRQ GMPS MANC PDLV RESA*,CAIDH,7977151,F13,TX COC,,6/28/2024,7/16/2024,280,6/29/2024
6/28/2024,WOOAZ31119,XC01,280-1312-31,"TX COC Ass-BOM,CWDM4,Gen3 Mit DFB 1310nm",2000,4000,3673,PC,7/4/2024,7/14/2024,REL  PCNF PRC  BCRQ GMPS MANC PDLV RESA*,CAIDH,7977152,F13,TX COC,,6/28/2024,7/15/2024,280,6/28/2024
6/28/2024,WOOAZ33119,XC01,280-1312-33,"TX COC Ass-BOM,CWDM4,Gen3 Mit DFB 1330nm",2000,4000,3558,PC,7/4/2024,7/14/2024,REL  PCNF PRC  BCRQ GMPS MANC PDLV RESA*,CAIDH,7977153,F13,TX COC,,6/28/2024,7/15/2024,280,6/28/2024
6/28/2024,WOOAZ33121,XC01,280-1480-33,"TX COC,CWDM4 COP(sumitomo DFB 1330nm)",2000,4000,3710,PC,7/4/2024,7/14/2024,REL  PCNF PRC  BCRQ GMPS MANC PDLV SETC,CAIDH,7977214,F30,TX COC,,6/28/2024,7/16/2024,280,7/1/2024
6/28/2024,WOOAZA16,XC01,500-5785,"40G&100G CWDM4 COP(S-180),AWS(Mit Gen3)",2000,2000,1879,PC,7/4/2024,7/30/2024,REL  PCNF PRC  GMPS MANC PDLV RESA SETC,CAIDH,7977492,M51,Module,2019,6/28/2024,7/16/2024,120,7/3/2024
6/28/2024,WOOAZCB119,XC01,280-1806,"CB BOM,QSFP28 COP V2.0,Weld(Gen3 Mit)",2000,4592,3706,PC,7/4/2024,8/2/2024,REL  PCNF PRC  BCRQ GMPS MANC PDLV RESA*,CAIDH,7977154,F13,CB,,6/28/2024,7/16/2024,74,6/28/2024
6/28/2024,WOOAZOB121,XC01,260-0325,"BOSA Assembly BOM,COP Gen3 (CB merger)",2000,3000,0.000,PC,7/4/2024,9/3/2024,REL  PCNF PRC  BCRQ GMPS MANC RESA SETC,CAIDH,7977215,F30,OB,,6/28/2024,,135,6/29/2024
6/28/2024,ZGOAZOB123,XC01,260-0141-02,"BOSA Ass-BOM,CWDM4 V2.0(Weld+Oclaro DFB)",2000,500,438,PC,7/4/2024,7/30/2024,REL  PCNF PRC  BCRQ GMPS MANC PDLV SETC,CAIDH,7978420,F13,OB,,6/28/2024,7/13/2024,20,7/2/2024
6/27/2024,WOOAZOB112,XC01,260-0141-02,"BOSA Ass-BOM,CWDM4 V2.0(Weld+Oclaro DFB)",2000,3000,2688,PC,7/3/2024,7/29/2024,REL  PCNF PRC  BCRQ GMPS MANC PDLV RESA*,CAIDH,7964774,F13,OB,,6/27/2024,7/13/2024,120,6/28/2024
6/26/2024,WOOAZA13,XC01,500-5529,"100G QSFP28 eCWDM4 Gen3,Alibaba,R0",2000,2700,2566,PC,7/2/2024,7/25/2024,REL  PCNF PRC  GMPS MANC PDLV RESA SETC,CAIDH,7951323,F31,Module,3019,6/26/2024,7/15/2024,162,6/27/2024
6/25/2024,WOOAZA06,XC01,500-5680,"40G&100G QSFP28 CWDM4 COP,AWS (Ocl DFB)",2000,2000,1739,PC,7/1/2024,7/27/2024,REL  PCNF PRC  GMPS MANC PDLV RESA SETC,CAIDH,7936782,M51,Module,2019,6/25/2024,7/16/2024,180,6/28/2024
6/25/2024,WOOAZOB104,XC01,260-0325,"BOSA Assembly BOM,COP Gen3 (CB merger)",2000,3000,722,PC,7/1/2024,8/31/2024,REL  PCNF PRC  BCRQ GMPS MANC PDLV RESA*,CAIDH,7936558,F30,OB,,6/25/2024,7/16/2024,135,6/25/2024
6/25/2024,WOOAZOB105,XC01,260-0199-R,"BOSA Ass-BOM,CWDM4 V2.0(Gen3Mit),Recycle",2000,181,146,PC,7/1/2024,7/27/2024,REL  PCNF PRC  BCRQ GMPS MANC PDLV RESA*,CAIDH,7936792,F13,OB,,6/25/2024,7/12/2024,5,6/26/2024
6/25/2024,WOOAZOB108,XC01,260-0199,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",2000,3000,2870,PC,7/1/2024,7/27/2024,REL  PCNF PRC  BCRQ GMPS MANC PDLV RESA*,CAIDH,7937398,F13,OB,,6/25/2024,7/15/2024,120,6/26/2024
6/25/2024,ZGOAZA09,XC01,500-5680,"40G&100G QSFP28 CWDM4 COP,AWS (Ocl DFB)",2000,500,418,PC,7/1/2024,7/28/2024,REL  PCNF PRC  GMPS MANC PDLV RESA SETC,CAIDH,7936844,M51,Module,2019,6/25/2024,7/16/2024,45,7/3/2024
6/25/2024,ZPOAZ27108,XC01,280-1312-27,"TX COC Ass-BOM,CWDM4,Gen3 Mit DFB 1270nm",2000,3,0.000,PC,7/1/2024,7/11/2024,REL  PCNF PRC  BCRQ GMPS MANC RESA SETC,CAIDH,7937296,F13,TX COC,,6/25/2024,,1,6/26/2024
6/24/2024,WOOAZA01,XC01,561-0083,"100G Q28 CGR4 Gen3 V2.0,GL(Mit)from TW",6000,840,768,PC,6/30/2024,7/28/2024,REL  PCNF PRC  GMPS MANC PDLV RESA SETC,CAIDH,7925057,M09,Module,2019,6/24/2024,7/15/2024,51,6/28/2024
6/24/2024,WOOAZA02,XC01,561-0081,"100G Q28 CGR4 Gen3,Google(Ocl),from TW",6000,560,530,PC,6/30/2024,7/28/2024,REL  PCNF PRC  GMPS MANC PDLV RESA SETC,CAIDH,7925058,M09,Module,2019,6/24/2024,7/15/2024,56,7/3/2024
6/24/2024,WOOAZA03,XC01,500-4957,100G CWDM4 Gen3 for Alibaba,2000,2000,1958,PC,6/30/2024,7/23/2024,REL  PCNF PRC  GMPS MANC PDLV RESA SETC,CAIDH,7925063,F30,Module,3019,6/24/2024,7/13/2024,100,6/26/2024
6/24/2024,WOOAZOB102,XC01,260-0141-02-R,"BOSA Ass-BOM,(Weld+Oclaro DFB),Recycle",2000,600,519,PC,6/30/2024,7/26/2024,REL  PCNF PRC  BCRQ GMPS MANC PDLV RESA*,CAIDH,7925055,F13,OB,,6/24/2024,7/13/2024,14,6/24/2024
6/22/2024,WOOAYOB123,XC01,260-0199,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",2000,3000,2869,PC,6/28/2024,7/24/2024,REL  PCNF PRC  BCRQ GMPS MANC PDLV RESA*,CAIDH,7898254,F13,OB,,6/22/2024,7/16/2024,120,6/23/2024
6/21/2024,WOOAYA20,XC01,500-7041,"100G QSFP28 CWDM4 Gen3 1310nm,2Km HT",2000,2000,1912,PC,6/27/2024,7/23/2024,REL  PCNF PRC  GMPS MANC PDLV RESA SETC,CAIDH,7884149,F30,Module,3019,6/21/2024,7/16/2024,160,6/22/2024
6/21/2024,WOOAYA22,XC01,500-5500,"Q28 CWDM4 Lite V2.0,Cisco(Weld+Mit DFB)",2000,500,483,PC,6/27/2024,7/20/2024,REL  PCNF PRC  GMPS MANC PDLV RESA SETC,CAIDH,7884239,M53,Module,2019,6/21/2024,7/10/2024,25,6/24/2024
6/21/2024,WOOAYA24,XC01,500-5680,"40G&100G QSFP28 CWDM4 COP,AWS (Ocl DFB)",2000,1258,1113,PC,6/27/2024,7/23/2024,REL  PCNF PRC  GMPS MANC PDLV RESA SETC,CAIDH,7884241,M51,Module,2019,6/21/2024,7/16/2024,114,6/25/2024
6/21/2024,WOOAYCB119,XC01,280-1811,"CB BOM,QSFP28 COP V2.0,Weld(Ocl+M37244)",2000,4098,1957,PC,6/27/2024,7/26/2024,REL  PCNF PRC  BCRQ GMPS MANC PDLV RESA*,CAIDH,7884336,F13,CB,,6/21/2024,7/15/2024,66,6/22/2024
6/21/2024,WOOAYOB118,XC01,260-0325,"BOSA Assembly BOM,COP Gen3 (CB merger)",2000,3000,2020,PC,6/27/2024,8/27/2024,REL  PCNF PRC  BCRQ GMPS MANC PDLV RESA*,CAIDH,7884292,F30,OB,,6/21/2024,7/16/2024,135,6/21/2024
6/21/2024,ZQOAYA23,XC01,500-5680,"40G&100G QSFP28 CWDM4 COP,AWS (Ocl DFB)",2000,544,469,PC,6/27/2024,7/23/2024,REL  PCNF PRC  GMPS MANC PDLV RESA SETC,CAIDH,7884240,M51,Module,2019,6/21/2024,7/13/2024,49,6/25/2024
6/20/2024,WOOAYOB114,XC01,260-0141-02,"BOSA Ass-BOM,CWDM4 V2.0(Weld+Oclaro DFB)",2000,2000,1900,PC,6/26/2024,7/22/2024,REL  PCNF PRC  BCRQ GMPS MANC PDLV RESA*,CAIDH,7872879,F13,OB,,6/20/2024,7/13/2024,80,6/20/2024
6/19/2024,WOOAYCB108,XC01,280-1663,"CB BOM,QSFP28 CWDM4 COP V2.0",2000,4000,3669,PC,6/25/2024,7/24/2024,REL  PCNF PRC  BCRQ GMPS MANC PDLV RESA*,CAIDH,7860211,F13,CB,,6/19/2024,7/16/2024,64,6/20/2024
6/19/2024,WOOAYCB109,XC01,280-1806,"CB BOM,QSFP28 COP V2.0,Weld(Gen3 Mit)",2000,1093,957,PC,6/25/2024,7/24/2024,REL  PCNF PRC  BCRQ GMPS MANC PDLV RESA*,CAIDH,7860229,F13,CB,,6/19/2024,7/16/2024,18,6/19/2024
6/18/2024,WOOAYOB104,XC01,260-0199,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",2000,3000,2869,PC,6/24/2024,7/20/2024,REL  PCNF PRC  BCRQ GMPS MANC PDLV RESA*,CAIDH,7848434,F13,OB,,6/18/2024,7/15/2024,120,6/18/2024
6/17/2024,WOOAYA06,XC01,561-0083,"100G Q28 CGR4 Gen3 V2.0,GL(Mit)from TW",6000,560,535,PC,6/23/2024,7/22/2024,REL  PCNF PRC  GMPS MANC PDLV RESA SETC,CAIDH,7836298,M09,Module,2019,6/17/2024,7/15/2024,34,6/26/2024
6/17/2024,WOOAYOB103,XC01,260-0325,"BOSA Assembly BOM,COP Gen3 (CB merger)",2000,3000,2413,PC,6/23/2024,8/23/2024,REL  PCNF PRC  BCRQ GMPS MANC PDLV RESA*,CAIDH,7836374,F30,OB,,6/17/2024,7/16/2024,135,6/18/2024
6/15/2024,WOOAXCB119,XC01,280-1806,"CB BOM,QSFP28 COP V2.0,Weld(Gen3 Mit)",2000,4000,3785,PC,6/21/2024,7/20/2024,REL  PCNF PRC  BCRQ GMPS MANC PDLV RESA*,CAIDH,7813449,F13,CB,,6/15/2024,7/16/2024,64,6/15/2024
6/15/2024,WOOAXOB118,XC01,260-0141-02,"BOSA Ass-BOM,CWDM4 V2.0(Weld+Oclaro DFB)",2000,3000,2864,PC,6/21/2024,7/17/2024,REL  PCNF PRC  BCRQ GMPS MANC PDLV RESA*,CAIDH,7813132,F13,OB,,6/15/2024,7/13/2024,120,6/15/2024
6/14/2024,DCOAXCB114,XC01,280-1940-CD,"CB BOM,LX4,oclaro DFB,2110S,Sif,Kovar HS",2000,1085,819,PC,6/20/2024,7/19/2024,REL  PCNF PRC  BCRQ GMPS MANC PDLV RESA*,CAIDH,7801750,F52,CB,,6/14/2024,7/12/2024,38,6/14/2024
6/13/2024,WOOAXCB110,XC01,280-1663,"CB BOM,QSFP28 CWDM4 COP V2.0",2000,1854,1714,PC,6/19/2024,7/18/2024,REL  PCNF PRC  BCRQ GMPS MANC PDLV RESA*,CAIDH,7790574,F13,CB,,6/13/2024,7/13/2024,30,6/13/2024
6/13/2024,ZGOAXOB113,XC01,260-0325,"BOSA Assembly BOM,COP Gen3 (CB merger)",2000,300,0.000,PC,6/19/2024,8/19/2024,REL  PCNF PRC  BCRQ GMPS MANC RESA SETC,CAIDH,7790814,F30,OB,,6/13/2024,,14,6/14/2024
6/11/2024,WOOAXCB103,XC01,280-1806,"CB BOM,QSFP28 COP V2.0,Weld(Gen3 Mit)",2000,4000,3854,PC,6/17/2024,7/16/2024,REL  PCNF PRC  BCRQ GMPS MANC PDLV RESA*,CAIDH,7766330,F13,CB,,6/11/2024,7/13/2024,64,6/11/2024
6/11/2024,WOOAXOB102,XC01,260-0325,"BOSA Assembly BOM,COP Gen3 (CB merger)",2000,3000,2529,PC,6/17/2024,8/17/2024,REL  PCNF PRC  BCRQ GMPS MANC PDLV RESA*,CAIDH,7766329,F30,OB,,6/11/2024,7/16/2024,135,6/12/2024
6/8/2024,WOOAWCB118,XC01,280-1663,"CB BOM,QSFP28 CWDM4 COP V2.0",2000,4000,3870,PC,6/14/2024,7/13/2024,REL  PCNF PRC  BCRQ GMPS MANC PDLV RESA*,CAIDH,7723894,F13,CB,,6/8/2024,7/13/2024,64,6/8/2024
6/7/2024,WOOAWOB113,XC01,260-0325,"BOSA Assembly BOM,COP Gen3 (CB merger)",2000,3000,2622,PC,6/13/2024,8/13/2024,REL  PCNF PRC  BCRQ GMPS MANC PDLV RESA*,CAIDH,7709181,F30,OB,,6/7/2024,7/13/2024,135,6/7/2024
6/4/2024,WOOAWOB102,XC01,260-0325,"BOSA Assembly BOM,COP Gen3 (CB merger)",2000,3200,2802,PC,6/10/2024,8/10/2024,REL  PCNF PRC  BCRQ GMPS MANC PDLV RESA*,CAIDH,7672222,F30,OB,,6/4/2024,7/13/2024,144,6/4/2024
5/30/2024,WOOAVOB110,XC01,260-0325,"BOSA Assembly BOM,COP Gen3 (CB merger)",2000,3000,2693,PC,6/5/2024,8/5/2024,REL  PCNF PRC  BCRQ GMPS MANC PDLV RESA*,CAIDH,7614806,F30,OB,,5/30/2024,7/16/2024,135,5/30/2024
5/24/2024,WOOAUCB112,XC01,280-1806,"CB BOM,QSFP28 COP V2.0,Weld(Gen3 Mit)",2000,4000,3792,PC,5/30/2024,6/28/2024,REL  PCNF PRC  BCRQ GMPS MANC PDLV RESA*,CAIDH,7543295,F13,CB,,5/24/2024,7/13/2024,64,5/25/2024
5/24/2024,WOOAUCB113,XC01,260-0325,"BOSA Assembly BOM,COP Gen3 (CB merger)",2000,3000,2687,PC,5/30/2024,7/30/2024,REL  PCNF PRC  BCRQ GMPS MANC PDLV RESA*,CAIDH,7543296,F30,OB,,5/24/2024,7/16/2024,135,5/26/2024
5/22/2024,WOOAUOB108,XC01,260-0325,"BOSA Assembly BOM,COP Gen3 (CB merger)",2000,3000,2667,PC,5/28/2024,7/28/2024,REL  PCNF PRC  BCRQ GMPS MANC PDLV RESA*,CAIDH,7519128,F30,OB,,5/22/2024,7/15/2024,135,5/22/2024
5/20/2024,WOOAUOB101,XC01,260-0325,"BOSA Assembly BOM,COP Gen3 (CB merger)",2000,3000,2708,PC,5/26/2024,7/26/2024,REL  PCNF PRC  BCRQ GMPS MANC PDLV RESA*,CAIDH,7497516,F30,OB,,5/20/2024,7/13/2024,135,5/20/2024
5/13/2024,WOOATOB102,XC01,260-0325,"BOSA Assembly BOM,COP Gen3 (CB merger)",2000,3000,2682,PC,5/19/2024,7/19/2024,REL  PCNF PRC  BCRQ GMPS MANC PDLV RESA*,CAIDH,7424378,F30,OB,,5/13/2024,7/15/2024,135,5/13/2024
5/3/2024,WOOAROB121,XC01,260-0325,"BOSA Assembly BOM,COP Gen3 (CB merger)",2000,3000,2670,PC,5/9/2024,7/9/2024,REL  PCNF PRC  BCRQ GMPS MANC PDLV RESA*,CAIDH,7285713,F30,OB,,5/3/2024,7/11/2024,135,5/8/2024
4/30/2024,WOOAROB118,XC01,260-0325,"BOSA Assembly BOM,COP Gen3 (CB merger)",2000,3000,2672,PC,5/6/2024,7/6/2024,REL  PCNF PRC  BCRQ GMPS MANC PDLV RESA*,CAIDH,7251831,F30,OB,,4/30/2024,7/12/2024,135,4/30/2024
4/28/2024,WOOAROB103,XC01,260-0325,"BOSA Assembly BOM,COP Gen3 (CB merger)",2000,2000,1819,PC,5/4/2024,7/4/2024,REL  PCNF PRC  BCRQ GMPS MANC PDLV RESA*,CAIDH,7229695,F30,OB,,4/28/2024,7/12/2024,90,4/28/2024
4/24/2024,WOOAQOB110,XC01,260-0325,"BOSA Assembly BOM,COP Gen3 (CB merger)",2000,3000,2758,PC,4/30/2024,6/30/2024,REL  PCNF PRC  BCRQ GMPS MANC PDLV RESA*,CAIDH,7187104,F30,OB,,4/24/2024,7/12/2024,135,4/25/2024
4/20/2024,DCOAPCB127,XC01,280-1940-CD,"CB BOM,LX4,oclaro DFB,2110S,Sif,Kovar HS",2000,1000,760,PC,4/27/2024,5/26/2024,REL  PCNF PRC  BCRQ GMPS MANC PDLV RESA*,CAIDH,7144278,F52,CB,,4/20/2024,7/12/2024,35,4/23/2024
4/20/2024,WOOAPOB126,XC01,260-0325,"BOSA Assembly BOM,COP Gen3 (CB merger)",2000,2000,1822,PC,4/26/2024,6/26/2024,REL  PCNF PRC  BCRQ GMPS MANC PDLV RESA*,CAIDH,7144258,F30,OB,,4/20/2024,7/15/2024,90,4/21/2024
4/16/2024,WOOAPOB105,XC01,260-0325,"BOSA Assembly BOM,COP Gen3 (CB merger)",2000,2000,1790,PC,4/22/2024,6/25/2024,REL  PCNF PRC  BCRQ GMPS MANC PDLV RESA*,CAIDH,7099934,F30,OB,,4/16/2024,7/13/2024,90,4/16/2024
4/9/2024,WOOAOOB104,XC01,260-0325,"BOSA Assembly BOM,COP Gen3 (CB merger)",2000,2000,1729,PC,4/20/2024,6/23/2024,REL  PCNF PRC  BCRQ GMPS MANC PDLV RESA*,CAIDH,7020569,F30,OB,,4/9/2024,7/12/2024,90,4/11/2024
4/1/2024,WOOANOB104,XC01,260-0325,"BOSA Assembly BOM,COP Gen3 (CB merger)",2000,2000,1706,PC,4/7/2024,6/10/2024,REL  PCNF PRC  BCRQ GMPS MANC PDLV RESA*,CAIDH,6933483,F30,OB,,4/1/2024,7/15/2024,64,4/3/2024
3/20/2024,WOOALOB109,XC01,260-0385,"BOSA-Assy,40G LX4 Gen3,GN2105B+GN2110S",2000,1052,0.000,PC,7/3/2024,9/2/2024,REL  PCNF PRC  BCRQ GMPS MANC RESA SETC,CAIDH,6799700,F37,OB,,3/20/2024,,35,6/27/2024
3/20/2024,ZGOALOB108,XC01,260-0385,"BOSA-Assy,40G LX4 Gen3,GN2105B+GN2110S",2000,406,0.000,PC,5/31/2024,7/31/2024,REL  PCNF PRC  BCRQ GMPS MANC RESA SETC,CAIDH,6799699,F37,OB,,3/20/2024,,15,5/25/2024
7/16/2024,ZPOBCE12,XC01,262-0300-24,OE BOM 100G SR4 for vcsel waferqual 24H,2000,16,0,PC,7/19/2024,8/15/2024,REL  PRC  BCRQ MANC SETC,ZHANGLI,8208684,F29,OE,,7/16/2024,,1,
7/15/2024,WOOBCE01,XC01,500-7291-010,"100G Q28 AOC Gen3,010m,Sony Vcsel,Ali",1000,235,0,PC,7/18/2024,8/2/2024,REL  PRC  MANC SETC,ZHANGLI,8196358,F29,Module,3019,7/15/2024,,6,
7/15/2024,WOOBCE02,XC01,500-7179-010,"100G QSFP28 Gen3,SFP28 V4S AOC,10M,Std",1000,16,0,PC,7/18/2024,8/2/2024,REL  PRC  MANC SETC,ZHANGLI,8196359,G10,Module,2013,7/15/2024,,2,
7/15/2024,WOOBCE03,XC01,500-7179-005,"100G QSFP28 Gen3,SFP28 V4S AOC,5M,Std",1000,20,0,PC,7/18/2024,8/3/2024,REL  PRC  MANC SETC,ZHANGLI,8196362,G10,Module,,7/15/2024,,2,
7/15/2024,WOOBCE04,XC01,280-1600-20,MT-MT 2.0dB absorb Ceramics Pin AOC,2000,"2,000",0,PC,7/22/2024,7/27/2024,REL  PRC  BCRQ GMPS MANC SETC,ZHANGLI,8196364,F28,Preform,,7/15/2024,,28,
7/15/2024,WOOBCE05,XC01,504-1989,"OE BOM,100G AOC Gen3 Sony Vcsel",2000,"2,000",0,PC,7/22/2024,8/13/2024,REL  PRC  BCRQ GMPS MANC SETC,ZHANGLI,8196365,F28,OE,,7/15/2024,,28,
7/15/2024,WOOBCE06,XC01,280-1428,lens ass(2.0dB attenuation)QSFP28 SR4,2000,"1,000",0,PC,7/22/2024,7/27/2024,REL  PRC  BCRQ MANC SETC,ZHANGLI,8196379,F29,LENS,,7/15/2024,,20,
7/15/2024,WOOBCE07,XC01,504-1936,"OE BOM,100G SR4 GEN3 with Sony Vcsel",2000,"1,000",0,PC,7/22/2024,8/12/2024,REL  PRC  BCRQ GMPS MANC SETC,ZHANGLI,8196380,F29,OE,,7/15/2024,,20,
7/13/2024,ZPOBBE09,XC01,262-0300-96,OE BOM 100G SR4 for vcsel waferqual 96H,2000,64,0,PC,7/16/2024,8/12/2024,REL  PCNF PRC  BCRQ GMPS MANC SETC,ZHANGLI,8172794,F29,OE,,7/13/2024,,2,7/15/2024
7/12/2024,WOOBBM34,XC01,500-5481,Q28 SR4 G3 100m Sony Vcsel Cisco,2000,442,0,PC,7/15/2024,8/4/2024,REL  PCNF PRC  GMPS MANC SETC,YANGLX,8160210,F29,Module,2019,7/12/2024,,23,7/15/2024
7/12/2024,WOOBBM40,XC01,500-5495-005,Q28 AOC G3 5m Sony Vcsel Cisco,1000,190,0,PC,7/15/2024,7/29/2024,REL  PCNF PRC  GMPS MANC SETC,YANGLX,8161243,F28,Module,2019,7/12/2024,,5,7/15/2024
7/11/2024,WOOBBM31,XC01,500-6283-010,"100G QSFP28 AOC Gen3,10m,Avago,ERI",1000,2,0,PC,7/12/2024,7/26/2024,REL  PCNF PRC  GMPS MANC SETC,YANGLX,8148298,F28,Module,2019,7/11/2024,,0,7/15/2024
7/10/2024,ZPOBBE07,XC01,262-0300-96,OE BOM 100G SR4 for vcsel waferqual 96H,2000,40,0,PC,7/12/2024,8/8/2024,REL  PCNF PRC  BCRQ GMPS MANC SETC,ZHANGLI,8134886,F29,OE,,7/10/2024,,1,7/11/2024
7/10/2024,ZPOBBE08,XC01,262-0300-96,OE BOM 100G SR4 for vcsel waferqual 96H,2000,16,0,PC,7/12/2024,8/8/2024,REL  PCNF PRC  BCRQ GMPS MANC SETC,ZHANGLI,8134887,F29,OE,,7/10/2024,,1,7/11/2024
7/9/2024,WOOBBE06,XC01,503-0036-IW,"SR4 100m semetch+Sony+GCS,blank,cisco IW",6000,"1,402",0,PC,7/17/2024,8/12/2024,REL  PCNF PRC  BCRQ GMPS MANC SETC,ZHANGLI,8121152,F29,Module,2019,7/9/2024,,68,7/13/2024
7/9/2024,WOOBBM09,XC01,500-5481,Q28 SR4 G3 100m Sony Vcsel Cisco,2000,618,23,PC,7/12/2024,8/1/2024,REL  PCNF PRC  GMPS MANC PDLV SETC,YANGLX,8120145,F29,Module,2019,7/9/2024,7/15/2024,32,7/10/2024
7/9/2024,ZGOBBE05,XC01,500-5614-003,Q28 AOC G3 3m BRCM Vcsel Cisco,1000,3,0,PC,7/11/2024,7/25/2024,REL  PRC  GMPS MANC SETC,ZHANGLI,8121148,F28,Module,2019,7/9/2024,,1,
7/9/2024,ZPOBBE04,XC01,262-0300-48,OE BOM 100G SR4 for vcsel waferqual 48H,2000,56,0,PC,7/11/2024,8/7/2024,REL  PCNF PRC  BCRQ GMPS MANC SETC,ZHANGLI,8121141,F29,OE,,7/9/2024,,2,7/10/2024
7/8/2024,ZPOBBE02,XC01,262-0300-24,OE BOM 100G SR4 for vcsel waferqual 24H,2000,24,0,PC,7/10/2024,8/6/2024,REL  PCNF PRC  BCRQ GMPS MANC SETC,ZHANGLI,8108489,F29,OE,,7/8/2024,,1,7/9/2024
7/8/2024,ZPOBBE03,XC01,262-0300-24,OE BOM 100G SR4 for vcsel waferqual 24H,2000,16,0,PC,7/10/2024,8/6/2024,REL  PCNF PRC  BCRQ GMPS MANC SETC,ZHANGLI,8108490,F29,OE,,7/8/2024,,1,7/9/2024
7/5/2024,WOOBAE40,XC01,500-5495-015,Q28 AOC G3 15m Sony Vcsel Cisco,1000,280,276,PC,7/10/2024,7/24/2024,REL  PCNF PRC  GMPS MANC PDLV SETC,ZHANGLI,8068719,F28,Module,2019,7/5/2024,7/13/2024,7,7/9/2024
7/5/2024,WOOBAE42,XC01,500-5495-001,Q28 AOC G3 1m Sony Vcsel Cisco,1000,965,826,PC,7/13/2024,7/27/2024,REL  PCNF PRC  GMPS MANC PDLV SETC,ZHANGLI,8068721,F28,Module,2013,7/5/2024,7/15/2024,25,7/9/2024
7/5/2024,WOOBAE43,XC01,500-5495-005,Q28 AOC G3 5m Sony Vcsel Cisco,1000,225,193,PC,7/15/2024,7/29/2024,REL  PCNF PRC  GMPS MANC PDLV SETC,ZHANGLI,8068723,F28,Module,2019,7/5/2024,7/12/2024,6,7/10/2024
7/5/2024,WOOBAE44,XC01,500-5495-010,Q28 AOC G3 10m Sony Vcsel Cisco,1000,75,0,PC,7/15/2024,7/29/2024,REL  PCNF PRC  GMPS MANC SETC,ZHANGLI,8068724,F28,Module,2019,7/5/2024,,2,7/13/2024
7/5/2024,WOOBAE45,XC01,500-5495-020,Q28 AOC G3 20m Sony Vcsel Cisco,1000,210,0,PC,7/16/2024,7/30/2024,REL  PCNF PRC  GMPS MANC SETC,ZHANGLI,8068725,F28,Module,2019,7/5/2024,,6,7/13/2024
7/5/2024,WOOBAE46,XC01,500-7291-010,"100G Q28 AOC Gen3,010m,Sony Vcsel,Ali",1000,600,3,PC,7/17/2024,8/1/2024,REL  PCNF PRC  GMPS MANC PDLV SETC,ZHANGLI,8068726,F28,Module,3019,7/5/2024,7/16/2024,15,7/13/2024
