Creation_Date,SONumber,Customer_PO,CustomerCode,CustomerName,PN,IndustrialStandard,Description,客户物料编号,Description2,DeliveryDate,销售员姓名,UnmetQuantity
6/26/2024,10041373,PO22737273,100391,阿里云计算有限公司,500-5529,TR-FC13X-N00,"100G QSFP28 eCWDM4 Gen3,Alibaba,R0",AB-QT0613C4eL,100G QSFP28 eCWDM4,7/26/2024,高爽,609.000
6/26/2024,10041375,SINC20240626001,100346,江西迅特通信技术有限公司,500-4835,TR-FC13T-N4T-NBK,"QSFP+ IR4 V3.0(100G_Oclaro DFB),blank",TR-QQ13T-NBK,40G QSFP+ IR4,6/26/2024,严冰艾,277.000
6/26/2024,10041379,TSPO240624801000008,100082,腾讯科技(深圳)有限公司,500-7064,TR-FC13T-NTC4,"100G CWDM4 COPGen3.1,Mit+Sif,Tencent TC4",795250EBKK10D00,100G QSFP28 CWDM4,7/20/2024,符春凯,2.000
6/28/2024,10041408,5100005255,200474,Cloud Network Technology Singapore Pte.Ltd,561-0025,TR-FC13T-NJ2,"CWDM4,Juniper RBU,Gen3 Mit DFB,from TW",740-061412,100G QSFP28 CWDM4,6/28/2024,莫兆熊,8.000
6/28/2024,10041408,5100005255,200474,Cloud Network Technology Singapore Pte.Ltd,561-0025,TR-FC13T-NJ2,"CWDM4,Juniper RBU,Gen3 Mit DFB,from TW",740-061412,100G QSFP28 CWDM4,6/28/2024,莫兆熊,8.000
6/28/2024,10041408,5100005255,200474,Cloud Network Technology Singapore Pte.Ltd,561-0025,TR-FC13T-NJ2,"CWDM4,Juniper RBU,Gen3 Mit DFB,from TW",740-061412,100G QSFP28 CWDM4,6/28/2024,莫兆熊,8.000
7/2/2024,10041469,5100005299,200474,Cloud Network Technology Singapore Pte.Ltd,561-0025,TR-FC13T-NJ2,"CWDM4,Juniper RBU,Gen3 Mit DFB,from TW",740-061412,100G QSFP28 CWDM4,7/2/2024,莫兆熊,82.000
7/2/2024,10041472,111597436_7,100217,新华三信息技术有限公司,500-4378,TR-FC13T-NHP,"100G CWDM4 V2.0,HP,Weld(Ocl DFB+M37244)",3406A058,100G QSFP28 CWDM4,7/2/2024,高爽,20.000
7/4/2024,10041537,PO22753594,100407,杭州阿里云飞天信息技术有限公司,500-5529,TR-FC13X-N00,"100G QSFP28 eCWDM4 Gen3,Alibaba,R0",AB-QT0613C4eL,100G QSFP28 eCWDM4,7/12/2024,高爽,130.000
7/4/2024,10041538,INC20240703001,200613,GREEN ENERGY GLOBAL INVESTMENT LIMITED,500-5529,TR-FC13X-N00,"100G QSFP28 eCWDM4 Gen3,Alibaba,R0",AB-QT0613C4eL,100G QSFP28 eCWDM4,7/20/2024,高爽,150.000
7/8/2024,10041560,SINC20240708001,100346,江西迅特通信技术有限公司,500-7756,TR-FC13T-NBK,100G QSFP28 CWDM4 Gen3 2Km Blank,TR-FC13T-NBK,100G QSFP28 CWDM4,7/8/2024,严冰艾,4264.000
7/9/2024,10041573,PO22762692,100391,阿里云计算有限公司,500-5529,TR-FC13X-N00,"100G QSFP28 eCWDM4 Gen3,Alibaba,R0",AB-QT0613C4eL,100G QSFP28 eCWDM4,7/20/2024,高爽,70.000
7/10/2024,10041583,111758598_1,100217,新华三信息技术有限公司,500-6448,TR-QQ13Y-N00-H3C,"40G QSFP+ LX4 Gen3(Q28 CWDM4 Gen3),H3C",3406A08L,40G QSFP+ LX4,7/10/2024,高爽,140.000
7/10/2024,10041583,111758598_1,100217,新华三信息技术有限公司,500-6448,TR-QQ13Y-N00-H3C,"40G QSFP+ LX4 Gen3(Q28 CWDM4 Gen3),H3C",3406A08L,40G QSFP+ LX4,7/10/2024,高爽,640.000
7/10/2024,10041583,111758598_1,100217,新华三信息技术有限公司,500-6448,TR-QQ13Y-N00-H3C,"40G QSFP+ LX4 Gen3(Q28 CWDM4 Gen3),H3C",3406A08L,40G QSFP+ LX4,7/10/2024,高爽,420.000
7/10/2024,10041583,111758598_1,100217,新华三信息技术有限公司,500-6448,TR-QQ13Y-N00-H3C,"40G QSFP+ LX4 Gen3(Q28 CWDM4 Gen3),H3C",3406A08L,40G QSFP+ LX4,7/10/2024,高爽,140.000
7/10/2024,10041598,5100005377,200474,Cloud Network Technology Singapore Pte.Ltd,561-0026,TR-FC13T-NJ3,"CWDM4,Juniper S3BU,Gen3 Mits DFB,TW",740-061408,100G QSFP28 CWDM4,7/10/2024,莫兆熊,42.000
7/10/2024,10041607,4500226709,200679,Adtran Networks Hong Kong Limited,500-3886,TR-FC13X-NAD,"100G eCWDM4 V2.0,for ADVA,GEN3 Mits DFB",5061997001,100G QSFP28 eCWDM4,7/30/2024,莫兆熊,11.000
7/10/2024,10041608,4500227319,200679,Adtran Networks Hong Kong Limited,500-3886,TR-FC13X-NAD,"100G eCWDM4 V2.0,for ADVA,GEN3 Mits DFB",5061997001,100G QSFP28 eCWDM4,8/9/2024,莫兆熊,7.000
7/10/2024,10041609,4500227491,200679,Adtran Networks Hong Kong Limited,500-3886,TR-FC13X-NAD,"100G eCWDM4 V2.0,for ADVA,GEN3 Mits DFB",5061997001,100G QSFP28 eCWDM4,8/23/2024,莫兆熊,14.000
7/10/2024,10041610,4500227612,200679,Adtran Networks Hong Kong Limited,500-3886,TR-FC13X-NAD,"100G eCWDM4 V2.0,for ADVA,GEN3 Mits DFB",5061997001,100G QSFP28 eCWDM4,8/23/2024,莫兆熊,80.000
7/10/2024,10041618,TSPO240710801000075,100082,腾讯科技(深圳)有限公司,500-6262,TR-FC13T-NRO,"100G CWDM4 COP Gen3.1,Rx only,Tencent",795250EBKK101B0,100G QSFP28 CWDM4,12/10/2024,符春凯,24.000
7/10/2024,10041622,TSPO240710801000079,100082,腾讯科技(深圳)有限公司,500-7064,TR-FC13T-NTC4,"100G CWDM4 COPGen3.1,Mit+Sif,Tencent TC4",795250EBKK10D00,100G QSFP28 CWDM4,12/10/2024,符春凯,246.000
7/11/2024,10041638,5100005379,200474,Cloud Network Technology Singapore Pte.Ltd,561-0026,TR-FC13T-NJ3,"CWDM4,Juniper S3BU,Gen3 Mits DFB,TW",740-061408,100G QSFP28 CWDM4,7/11/2024,莫兆熊,464.000
8/1/2022,20013899,5200000584,200474,Cloud Network Technology Singapore Pte.Ltd,500-4067-02,TR-QQ13L-NJC,40G QSFP+ LR4 V3.0(CWDM4 Plat_Ocl DFB)JC,740-073095,40G QSFP+ LR4,8/1/2022,莫兆熊,80.000
8/1/2022,20013901,5200000581,200474,Cloud Network Technology Singapore Pte.Ltd,500-4067-02,TR-QQ13L-NJC,40G QSFP+ LR4 V3.0(CWDM4 Plat_Ocl DFB)JC,740-073095,40G QSFP+ LR4,8/1/2022,莫兆熊,120.000
8/22/2022,20014443,5200000585,200474,Cloud Network Technology Singapore Pte.Ltd,500-4067-02,TR-QQ13L-NJC,40G QSFP+ LR4 V3.0(CWDM4 Plat_Ocl DFB)JC,740-073095,40G QSFP+ LR4,8/22/2022,莫兆熊,80.000
8/31/2022,20014505,5200000589,200474,Cloud Network Technology Singapore Pte.Ltd,500-4067-02,TR-QQ13L-NJC,40G QSFP+ LR4 V3.0(CWDM4 Plat_Ocl DFB)JC,740-073095,40G QSFP+ LR4,8/31/2022,莫兆熊,120.000
8/31/2022,20014506,5200000583,200474,Cloud Network Technology Singapore Pte.Ltd,500-4067-02,TR-QQ13L-NJC,40G QSFP+ LR4 V3.0(CWDM4 Plat_Ocl DFB)JC,740-073095,40G QSFP+ LR4,8/31/2022,莫兆熊,120.000
10/27/2022,20015140,5200000586,200474,Cloud Network Technology Singapore Pte.Ltd,500-4067-02,TR-QQ13L-NJC,40G QSFP+ LR4 V3.0(CWDM4 Plat_Ocl DFB)JC,740-073095,40G QSFP+ LR4,10/27/2022,莫兆熊,120.000
10/27/2022,20015141,5200000587,200474,Cloud Network Technology Singapore Pte.Ltd,500-4067-02,TR-QQ13L-NJC,40G QSFP+ LR4 V3.0(CWDM4 Plat_Ocl DFB)JC,740-073095,40G QSFP+ LR4,10/27/2022,莫兆熊,80.000
10/27/2022,20015142,5200000588,200474,Cloud Network Technology Singapore Pte.Ltd,500-4067-02,TR-QQ13L-NJC,40G QSFP+ LR4 V3.0(CWDM4 Plat_Ocl DFB)JC,740-073095,40G QSFP+ LR4,10/27/2022,莫兆熊,120.000
11/13/2022,20015194,5200000590,200474,Cloud Network Technology Singapore Pte.Ltd,500-4067-02,TR-QQ13L-NJC,40G QSFP+ LR4 V3.0(CWDM4 Plat_Ocl DFB)JC,740-073095,40G QSFP+ LR4,11/13/2022,莫兆熊,80.000
11/13/2022,20015195,5200000591,200474,Cloud Network Technology Singapore Pte.Ltd,500-4067-02,TR-QQ13L-NJC,40G QSFP+ LR4 V3.0(CWDM4 Plat_Ocl DFB)JC,740-073095,40G QSFP+ LR4,11/14/2022,莫兆熊,120.000
11/13/2022,20015196,5200000592,200474,Cloud Network Technology Singapore Pte.Ltd,500-4067-02,TR-QQ13L-NJC,40G QSFP+ LR4 V3.0(CWDM4 Plat_Ocl DFB)JC,740-073095,40G QSFP+ LR4,11/14/2022,莫兆熊,120.000
11/13/2022,20015199,5200000582,200474,Cloud Network Technology Singapore Pte.Ltd,500-4067-02,TR-QQ13L-NJC,40G QSFP+ LR4 V3.0(CWDM4 Plat_Ocl DFB)JC,740-073095,40G QSFP+ LR4,11/14/2022,莫兆熊,80.000
2/14/2023,20015773,5200001021,200474,Cloud Network Technology Singapore Pte.Ltd,561-0026,TR-FC13T-NJ3,"CWDM4,Juniper S3BU,Gen3 Mits DFB,TW",740-061408,100G QSFP28 CWDM4,2/14/2023,莫兆熊,16.000
10/23/2023,20017308,0089002425,200474,Cloud Network Technology Singapore Pte.Ltd,561-0026,TR-FC13T-NJ3,"CWDM4,Juniper S3BU,Gen3 Mits DFB,TW",740-061408,100G QSFP28 CWDM4,12/6/2023,莫兆熊,104.000
11/3/2023,20017510,0089002465,200474,Cloud Network Technology Singapore Pte.Ltd,561-0026,TR-FC13T-NJ3,"CWDM4,Juniper S3BU,Gen3 Mits DFB,TW",740-061408,100G QSFP28 CWDM4,11/3/2023,莫兆熊,152.000
11/3/2023,20017511,0089002466,200474,Cloud Network Technology Singapore Pte.Ltd,561-0026,TR-FC13T-NJ3,"CWDM4,Juniper S3BU,Gen3 Mits DFB,TW",740-061408,100G QSFP28 CWDM4,11/3/2023,莫兆熊,216.000
11/3/2023,20017512,0089002467,200474,Cloud Network Technology Singapore Pte.Ltd,561-0026,TR-FC13T-NJ3,"CWDM4,Juniper S3BU,Gen3 Mits DFB,TW",740-061408,100G QSFP28 CWDM4,11/3/2023,莫兆熊,208.000
11/3/2023,20017513,0089002468,200474,Cloud Network Technology Singapore Pte.Ltd,561-0026,TR-FC13T-NJ3,"CWDM4,Juniper S3BU,Gen3 Mits DFB,TW",740-061408,100G QSFP28 CWDM4,11/3/2023,莫兆熊,168.000
11/3/2023,20017514,0089002469,200474,Cloud Network Technology Singapore Pte.Ltd,561-0026,TR-FC13T-NJ3,"CWDM4,Juniper S3BU,Gen3 Mits DFB,TW",740-061408,100G QSFP28 CWDM4,11/3/2023,莫兆熊,144.000
11/3/2023,20017515,0089002470,200474,Cloud Network Technology Singapore Pte.Ltd,561-0026,TR-FC13T-NJ3,"CWDM4,Juniper S3BU,Gen3 Mits DFB,TW",740-061408,100G QSFP28 CWDM4,11/3/2023,莫兆熊,168.000
11/3/2023,20017516,0089002471,200474,Cloud Network Technology Singapore Pte.Ltd,561-0026,TR-FC13T-NJ3,"CWDM4,Juniper S3BU,Gen3 Mits DFB,TW",740-061408,100G QSFP28 CWDM4,11/3/2023,莫兆熊,160.000
11/3/2023,20017517,0089002472,200474,Cloud Network Technology Singapore Pte.Ltd,561-0026,TR-FC13T-NJ3,"CWDM4,Juniper S3BU,Gen3 Mits DFB,TW",740-061408,100G QSFP28 CWDM4,11/3/2023,莫兆熊,128.000
11/3/2023,20017518,0089002473,200474,Cloud Network Technology Singapore Pte.Ltd,561-0026,TR-FC13T-NJ3,"CWDM4,Juniper S3BU,Gen3 Mits DFB,TW",740-061408,100G QSFP28 CWDM4,11/3/2023,莫兆熊,104.000
11/3/2023,20017519,0089002474,200474,Cloud Network Technology Singapore Pte.Ltd,561-0026,TR-FC13T-NJ3,"CWDM4,Juniper S3BU,Gen3 Mits DFB,TW",740-061408,100G QSFP28 CWDM4,11/3/2023,莫兆熊,112.000
11/3/2023,20017520,0089002475,200474,Cloud Network Technology Singapore Pte.Ltd,561-0026,TR-FC13T-NJ3,"CWDM4,Juniper S3BU,Gen3 Mits DFB,TW",740-061408,100G QSFP28 CWDM4,11/3/2023,莫兆熊,104.000
11/3/2023,20017521,0089002476,200474,Cloud Network Technology Singapore Pte.Ltd,561-0026,TR-FC13T-NJ3,"CWDM4,Juniper S3BU,Gen3 Mits DFB,TW",740-061408,100G QSFP28 CWDM4,11/3/2023,莫兆熊,112.000
11/10/2023,20017601,5200001357,200474,Cloud Network Technology Singapore Pte.Ltd,561-0026,TR-FC13T-NJ3,"CWDM4,Juniper S3BU,Gen3 Mits DFB,TW",740-061408,100G QSFP28 CWDM4,11/10/2023,莫兆熊,8.000
11/10/2023,20017602,5200001358,200474,Cloud Network Technology Singapore Pte.Ltd,561-0026,TR-FC13T-NJ3,"CWDM4,Juniper S3BU,Gen3 Mits DFB,TW",740-061408,100G QSFP28 CWDM4,11/10/2023,莫兆熊,48.000
11/10/2023,20017603,5200001359,200474,Cloud Network Technology Singapore Pte.Ltd,561-0026,TR-FC13T-NJ3,"CWDM4,Juniper S3BU,Gen3 Mits DFB,TW",740-061408,100G QSFP28 CWDM4,11/10/2023,莫兆熊,56.000
11/10/2023,20017604,5200001360,200474,Cloud Network Technology Singapore Pte.Ltd,561-0026,TR-FC13T-NJ3,"CWDM4,Juniper S3BU,Gen3 Mits DFB,TW",740-061408,100G QSFP28 CWDM4,11/10/2023,莫兆熊,32.000
11/10/2023,20017605,5200001361,200474,Cloud Network Technology Singapore Pte.Ltd,561-0026,TR-FC13T-NJ3,"CWDM4,Juniper S3BU,Gen3 Mits DFB,TW",740-061408,100G QSFP28 CWDM4,11/10/2023,莫兆熊,48.000
11/10/2023,20017606,5200001362,200474,Cloud Network Technology Singapore Pte.Ltd,561-0026,TR-FC13T-NJ3,"CWDM4,Juniper S3BU,Gen3 Mits DFB,TW",740-061408,100G QSFP28 CWDM4,11/10/2023,莫兆熊,40.000
11/10/2023,20017607,5200001363,200474,Cloud Network Technology Singapore Pte.Ltd,561-0026,TR-FC13T-NJ3,"CWDM4,Juniper S3BU,Gen3 Mits DFB,TW",740-061408,100G QSFP28 CWDM4,11/10/2023,莫兆熊,48.000
11/10/2023,20017608,5200001364,200474,Cloud Network Technology Singapore Pte.Ltd,561-0026,TR-FC13T-NJ3,"CWDM4,Juniper S3BU,Gen3 Mits DFB,TW",740-061408,100G QSFP28 CWDM4,11/10/2023,莫兆熊,40.000
1/24/2024,20017919,111579566,100217,新华三信息技术有限公司,500-5056,TR-FC13T-N4X-H3C,"40G QSFP+LR4 V3 100G CWDM4 Mit DFB,H3C",3406A05D,40G QSFP+ LR4,1/24/2024,高爽,50.000
2/19/2024,20017989,111579566,100217,新华三信息技术有限公司,500-5056,TR-FC13T-N4X-H3C,"40G QSFP+LR4 V3 100G CWDM4 Mit DFB,H3C",3406A05D,40G QSFP+ LR4,2/19/2024,高爽,30.000
2/27/2024,20018043,CH00105382,100023,华为技术有限公司,500-4752,TR-FC13T-N4X,"QSFP+ LR4 V3.0 Ocl,GCS)HT(34060645-002)",34060645-002,40G QSFP+ LR4,6/26/2024,严冰艾,440.000
2/27/2024,20018043,CH00105382,100023,华为技术有限公司,500-4752,TR-FC13T-N4X,"QSFP+ LR4 V3.0 Ocl,GCS)HT(34060645-002)",34060645-002,40G QSFP+ LR4,6/26/2024,严冰艾,460.000
2/27/2024,20018043,CH00105382,100023,华为技术有限公司,500-4752,TR-FC13T-N4X,"QSFP+ LR4 V3.0 Ocl,GCS)HT(34060645-002)",34060645-002,40G QSFP+ LR4,6/26/2024,严冰艾,440.000
2/27/2024,20018046,111579566,100217,新华三信息技术有限公司,500-5056,TR-FC13T-N4X-H3C,"40G QSFP+LR4 V3 100G CWDM4 Mit DFB,H3C",3406A05D,40G QSFP+ LR4,2/27/2024,高爽,40.000
3/1/2024,20018053,CH00105821,100023,华为技术有限公司,500-5550,TR-FC13T-N00,"100G QSFP28 CWDM4 Gen3,HT,SEI DFB",34061299,100G QSFP28 CWDM4,5/30/2024,严冰艾,10.000
3/1/2024,20018053,CH00105821,100023,华为技术有限公司,500-5550,TR-FC13T-N00,"100G QSFP28 CWDM4 Gen3,HT,SEI DFB",34061299,100G QSFP28 CWDM4,5/30/2024,严冰艾,80.000
3/11/2024,20018075,CH00107350,100023,华为技术有限公司,500-4639,TR-FC13T-N4X,"40G QSFP+ LR4 V3(CWDM4 Pla_Ocl,GCS)HT",34060645-001,40G QSFP+ LR4,5/20/2024,严冰艾,46.000
3/15/2024,20018086,111579566,100217,新华三信息技术有限公司,500-5056,TR-FC13T-N4X-H3C,"40G QSFP+LR4 V3 100G CWDM4 Mit DFB,H3C",3406A05D,40G QSFP+ LR4,3/15/2024,高爽,150.000
3/25/2024,20018141,CH00110366,100023,华为技术有限公司,500-4639,TR-FC13T-N4X,"40G QSFP+ LR4 V3(CWDM4 Pla_Ocl,GCS)HT",34060645-001,40G QSFP+ LR4,6/1/2024,严冰艾,133.000
3/25/2024,20018142,CH00110354,100023,华为技术有限公司,500-5550,TR-FC13T-N00,"100G QSFP28 CWDM4 Gen3,HT,SEI DFB",34061299,100G QSFP28 CWDM4,6/20/2024,严冰艾,80.000
3/25/2024,20018142,CH00110354,100023,华为技术有限公司,500-5550,TR-FC13T-N00,"100G QSFP28 CWDM4 Gen3,HT,SEI DFB",34061299,100G QSFP28 CWDM4,6/20/2024,严冰艾,70.000
3/26/2024,20018153,CH00111566,100023,华为技术有限公司,500-4752,TR-FC13T-N4X,"QSFP+ LR4 V3.0 Ocl,GCS)HT(34060645-002)",34060645-002,40G QSFP+ LR4,7/23/2024,严冰艾,230.000
3/26/2024,20018153,CH00111566,100023,华为技术有限公司,500-4752,TR-FC13T-N4X,"QSFP+ LR4 V3.0 Ocl,GCS)HT(34060645-002)",34060645-002,40G QSFP+ LR4,7/23/2024,严冰艾,70.000
4/1/2024,20018217,CH00112243,100023,华为技术有限公司,500-4752,TR-FC13T-N4X,"QSFP+ LR4 V3.0 Ocl,GCS)HT(34060645-002)",34060645-002,40G QSFP+ LR4,7/27/2024,严冰艾,190.000
4/1/2024,20018217,CH00112243,100023,华为技术有限公司,500-4752,TR-FC13T-N4X,"QSFP+ LR4 V3.0 Ocl,GCS)HT(34060645-002)",34060645-002,40G QSFP+ LR4,7/27/2024,严冰艾,240.000
4/1/2024,20018218,CH00112244,100023,华为技术有限公司,500-5550,TR-FC13T-N00,"100G QSFP28 CWDM4 Gen3,HT,SEI DFB",34061299,100G QSFP28 CWDM4,6/27/2024,严冰艾,50.000
4/3/2024,20018276,111579566,100217,新华三信息技术有限公司,500-5056,TR-FC13T-N4X-H3C,"40G QSFP+LR4 V3 100G CWDM4 Mit DFB,H3C",3406A05D,40G QSFP+ LR4,4/3/2024,高爽,520.000
4/9/2024,20018302,CH00113568,100023,华为技术有限公司,500-4752,TR-FC13T-N4X,"QSFP+ LR4 V3.0 Ocl,GCS)HT(34060645-002)",34060645-002,40G QSFP+ LR4,8/6/2024,严冰艾,220.000
4/9/2024,20018303,CH00114331,100023,华为技术有限公司,500-7041,TR-FC13T-N00,"100G QSFP28 CWDM4 Gen3 1310nm,2Km HT",34061299-006,100G QSFP28 CWDM4,7/7/2024,严冰艾,4010.000
4/17/2024,20018332,CH00116932,100023,华为技术有限公司,500-7041,TR-FC13T-N00,"100G QSFP28 CWDM4 Gen3 1310nm,2Km HT",34061299-006,100G QSFP28 CWDM4,7/20/2024,严冰艾,1954.000
4/17/2024,20018332,CH00116932,100023,华为技术有限公司,500-7041,TR-FC13T-N00,"100G QSFP28 CWDM4 Gen3 1310nm,2Km HT",34061299-006,100G QSFP28 CWDM4,8/3/2024,严冰艾,2034.000
4/17/2024,20018332,CH00116932,100023,华为技术有限公司,500-7041,TR-FC13T-N00,"100G QSFP28 CWDM4 Gen3 1310nm,2Km HT",34061299-006,100G QSFP28 CWDM4,8/17/2024,严冰艾,2033.000
4/17/2024,20018332,CH00116932,100023,华为技术有限公司,500-7041,TR-FC13T-N00,"100G QSFP28 CWDM4 Gen3 1310nm,2Km HT",34061299-006,100G QSFP28 CWDM4,8/31/2024,严冰艾,2100.000
4/17/2024,20018332,CH00116932,100023,华为技术有限公司,500-7041,TR-FC13T-N00,"100G QSFP28 CWDM4 Gen3 1310nm,2Km HT",34061299-006,100G QSFP28 CWDM4,9/14/2024,严冰艾,2100.000
4/17/2024,20018332,CH00116932,100023,华为技术有限公司,500-7041,TR-FC13T-N00,"100G QSFP28 CWDM4 Gen3 1310nm,2Km HT",34061299-006,100G QSFP28 CWDM4,9/28/2024,严冰艾,2040.000
4/22/2024,20018363,CH00117776,100023,华为技术有限公司,500-5550,TR-FC13T-N00,"100G QSFP28 CWDM4 Gen3,HT,SEI DFB",34061299,100G QSFP28 CWDM4,7/18/2024,严冰艾,10.000
4/22/2024,20018363,CH00117776,100023,华为技术有限公司,500-5550,TR-FC13T-N00,"100G QSFP28 CWDM4 Gen3,HT,SEI DFB",34061299,100G QSFP28 CWDM4,7/18/2024,严冰艾,70.000
4/23/2024,20018366,CH00117773,100023,华为技术有限公司,500-4752,TR-FC13T-N4X,"QSFP+ LR4 V3.0 Ocl,GCS)HT(34060645-002)",34060645-002,40G QSFP+ LR4,8/17/2024,严冰艾,80.000
4/26/2024,20018395,CH00119210,100023,华为技术有限公司,500-4639,TR-FC13T-N4X,"40G QSFP+ LR4 V3(CWDM4 Pla_Ocl,GCS)HT",34060645-001,40G QSFP+ LR4,7/5/2024,严冰艾,358.000
4/26/2024,20018395,CH00119210,100023,华为技术有限公司,500-4639,TR-FC13T-N4X,"40G QSFP+ LR4 V3(CWDM4 Pla_Ocl,GCS)HT",34060645-001,40G QSFP+ LR4,7/5/2024,严冰艾,103.000
4/26/2024,20018395,CH00119210,100023,华为技术有限公司,500-4639,TR-FC13T-N4X,"40G QSFP+ LR4 V3(CWDM4 Pla_Ocl,GCS)HT",34060645-001,40G QSFP+ LR4,7/8/2024,严冰艾,94.000
4/26/2024,20018396,CH00119226,100023,华为技术有限公司,500-5550,TR-FC13T-N00,"100G QSFP28 CWDM4 Gen3,HT,SEI DFB",34061299,100G QSFP28 CWDM4,7/25/2024,严冰艾,10.000
4/26/2024,20018396,CH00119226,100023,华为技术有限公司,500-5550,TR-FC13T-N00,"100G QSFP28 CWDM4 Gen3,HT,SEI DFB",34061299,100G QSFP28 CWDM4,7/25/2024,严冰艾,90.000
4/26/2024,20018396,CH00119226,100023,华为技术有限公司,500-5550,TR-FC13T-N00,"100G QSFP28 CWDM4 Gen3,HT,SEI DFB",34061299,100G QSFP28 CWDM4,7/25/2024,严冰艾,100.000
4/26/2024,20018396,CH00119226,100023,华为技术有限公司,500-5550,TR-FC13T-N00,"100G QSFP28 CWDM4 Gen3,HT,SEI DFB",34061299,100G QSFP28 CWDM4,7/25/2024,严冰艾,90.000
4/28/2024,20018403,CH00119219,100023,华为技术有限公司,500-4752,TR-FC13T-N4X,"QSFP+ LR4 V3.0 Ocl,GCS)HT(34060645-002)",34060645-002,40G QSFP+ LR4,8/24/2024,严冰艾,110.000
4/28/2024,20018403,CH00119219,100023,华为技术有限公司,500-4752,TR-FC13T-N4X,"QSFP+ LR4 V3.0 Ocl,GCS)HT(34060645-002)",34060645-002,40G QSFP+ LR4,8/24/2024,严冰艾,340.000
4/28/2024,20018403,CH00119219,100023,华为技术有限公司,500-4752,TR-FC13T-N4X,"QSFP+ LR4 V3.0 Ocl,GCS)HT(34060645-002)",34060645-002,40G QSFP+ LR4,8/29/2024,严冰艾,440.000
5/9/2024,20018437,111579566,100217,新华三信息技术有限公司,500-5056,TR-FC13T-N4X-H3C,"40G QSFP+LR4 V3 100G CWDM4 Mit DFB,H3C",3406A05D,40G QSFP+ LR4,5/10/2024,高爽,170.000
5/9/2024,20018438,111579566,100217,新华三信息技术有限公司,500-5057,TR-FC13T-N4T-H3C,"40G QSFP+IR4 V3 100G CWDM4 Mit DFB,H3C",3406A04R,40G QSFP+ IR4,5/10/2024,高爽,38.000
5/10/2024,20018453,111715951,100217,新华三信息技术有限公司,500-5773,TR-FC13T-N00-H3C,"Q28 CWDM4 Gen3,H3C(SEI,GN2105B+GN2110S)",3406A054,100G QSFP28 CWDM4,5/10/2024,高爽,3150.000
5/10/2024,20018454,111579566,100217,新华三信息技术有限公司,500-5057,TR-FC13T-N4T-H3C,"40G QSFP+IR4 V3 100G CWDM4 Mit DFB,H3C",3406A04R,40G QSFP+ IR4,5/10/2024,高爽,680.000
5/16/2024,20018484,111715951,100217,新华三信息技术有限公司,500-5773,TR-FC13T-N00-H3C,"Q28 CWDM4 Gen3,H3C(SEI,GN2105B+GN2110S)",3406A054,100G QSFP28 CWDM4,5/16/2024,高爽,1120.000
5/20/2024,20018489,CH00123663,100023,华为技术有限公司,500-5550,TR-FC13T-N00,"100G QSFP28 CWDM4 Gen3,HT,SEI DFB",34061299,100G QSFP28 CWDM4,8/15/2024,严冰艾,50.000
5/21/2024,20018502,CH00123648,100023,华为技术有限公司,500-4752,TR-FC13T-N4X,"QSFP+ LR4 V3.0 Ocl,GCS)HT(34060645-002)",34060645-002,40G QSFP+ LR4,9/14/2024,严冰艾,210.000
5/23/2024,20018518,111579566,100217,新华三信息技术有限公司,500-5056,TR-FC13T-N4X-H3C,"40G QSFP+LR4 V3 100G CWDM4 Mit DFB,H3C",3406A05D,40G QSFP+ LR4,5/23/2024,高爽,10.000
6/10/2024,20018702,5200001718,200474,Cloud Network Technology Singapore Pte.Ltd,561-0026,TR-FC13T-NJ3,"CWDM4,Juniper S3BU,Gen3 Mits DFB,TW",740-061408,100G QSFP28 CWDM4,6/10/2024,莫兆熊,264.000
6/14/2024,20018733,5200001731,200474,Cloud Network Technology Singapore Pte.Ltd,561-0026,TR-FC13T-NJ3,"CWDM4,Juniper S3BU,Gen3 Mits DFB,TW",740-061408,100G QSFP28 CWDM4,6/14/2024,莫兆熊,48.000
6/17/2024,20018771,SINV20240617001,100346,江西迅特通信技术有限公司,500-4835,TR-FC13T-N4T-NBK,"QSFP+ IR4 V3.0(100G_Oclaro DFB),blank",TR-FC13T-N4T-NBK,40G QSFP+ IR4,6/17/2024,符春凯,278.000
6/17/2024,20018771,SINV20240617001,100346,江西迅特通信技术有限公司,500-4293,TR-FC13T-NBK,"100G CWDM4 V2.0,Blank(Gen3 Mit DFB)",TR-FC13T-NBK,100G QSFP28 CWDM4,6/17/2024,符春凯,1600.000
6/17/2024,20018771,SINV20240617001,100346,江西迅特通信技术有限公司,500-4640,TR-FC13T-N4T,"40G QSFP+ IR4 V3(CWDM4 Pla_Ocl,GCS)HT",TR-FC13T-N4T-NBK,40G QSFP+ IR4,6/17/2024,符春凯,278.000
6/17/2024,20018771,SINV20240617001,100346,江西迅特通信技术有限公司,500-4752,TR-FC13T-N4X,"QSFP+ LR4 V3.0 Ocl,GCS)HT(34060645-002)",TR-QQ13L-NBK,40G QSFP+ LR4,6/17/2024,符春凯,700.000
6/17/2024,20018771,SINV20240617001,100346,江西迅特通信技术有限公司,500-7041,TR-FC13T-N00,"100G QSFP28 CWDM4 Gen3 1310nm,2Km HT",TR-FC13T-NBK,100G QSFP28 CWDM4,6/17/2024,符春凯,6150.000
