版次,MES质检库存,PN,Description,Plant,Storage,StorageDescription,SN,UnconstrainedQuantity
,0,260-0199,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",2000,5016,制五线边仓,2023111001,184
,0,260-0199,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",2000,5016,制五线边仓,2023111501,132
1D,0,260-0199,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",2000,5016,制五线边仓,P240205409,83
1D,0,260-0199,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",2000,5016,制五线边仓,P240205410,201
1D,0,260-0199,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",2000,5016,制五线边仓,P240205411,9
1D,0,260-0199,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",2000,5016,制五线边仓,P240206000,40
1D,0,260-0199,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",2000,5016,制五线边仓,P240206001,50
1D,0,260-0199,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",2000,5016,制五线边仓,P240206002,1
1D,0,260-0199,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",2000,5016,制五线边仓,P240206003,13
1D,0,260-0199,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",2000,5016,制五线边仓,P240206361,4
1D,0,260-0199,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",2000,5016,制五线边仓,P240206362,2
1D,0,260-0199,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",2000,5016,制五线边仓,P240206363,1
1D,0,260-0199,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",2000,5016,制五线边仓,P240206364,1
1D,0,260-0199,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",2000,5016,制五线边仓,P240206365,18
1D,0,260-0199,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",2000,5016,制五线边仓,P240206366,74
1D,0,260-0199,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",2000,5016,制五线边仓,P240206367,128
1D,0,260-0199,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",2000,5016,制五线边仓,P240206368,71
1D,0,260-0199,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",2000,5016,制五线边仓,P240207462,20
1D,0,260-0199,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",2000,5016,制五线边仓,P240207463,88
1D,0,260-0199,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",2000,5016,制五线边仓,P240207464,65
1D,0,260-0199,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",2000,5016,制五线边仓,P240207465,146
1D,0,260-0199,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",2000,5016,制五线边仓,P240207466,262
1D,0,260-0199,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",2000,5016,制五线边仓,P240207467,19
1C,0,260-0278,"BOSA,CWDM4,AWS(Welding+Oclaro-EBI)",2000,5016,制五线边仓,P240206000,7
1C,0,260-0325,"BOSA Assembly BOM,COP Gen3 (CB merger)",2000,5016,制五线边仓,P240204579,438
1C,0,260-0325,"BOSA Assembly BOM,COP Gen3 (CB merger)",2000,5016,制五线边仓,P240205429,1
1C,0,260-0325,"BOSA Assembly BOM,COP Gen3 (CB merger)",2000,5016,制五线边仓,P240205430,10
1C,0,260-0325,"BOSA Assembly BOM,COP Gen3 (CB merger)",2000,5016,制五线边仓,P240205431,20
1C,0,260-0325,"BOSA Assembly BOM,COP Gen3 (CB merger)",2000,5016,制五线边仓,P240205432,2
1C,0,260-0325,"BOSA Assembly BOM,COP Gen3 (CB merger)",2000,5016,制五线边仓,P240205433,1
1C,0,260-0325,"BOSA Assembly BOM,COP Gen3 (CB merger)",2000,5016,制五线边仓,P240205434,75
1C,0,260-0325,"BOSA Assembly BOM,COP Gen3 (CB merger)",2000,5016,制五线边仓,P240206404,3
1C,0,260-0325,"BOSA Assembly BOM,COP Gen3 (CB merger)",2000,5016,制五线边仓,P240206405,4
1C,0,260-0325,"BOSA Assembly BOM,COP Gen3 (CB merger)",2000,5016,制五线边仓,P240206406,2
1C,0,260-0325,"BOSA Assembly BOM,COP Gen3 (CB merger)",2000,5016,制五线边仓,P240206407,20
1C,0,260-0325,"BOSA Assembly BOM,COP Gen3 (CB merger)",2000,5016,制五线边仓,P240207320,2
1C,0,260-0325,"BOSA Assembly BOM,COP Gen3 (CB merger)",2000,5016,制五线边仓,P240207321,1
1C,0,260-0325,"BOSA Assembly BOM,COP Gen3 (CB merger)",2000,5016,制五线边仓,P240207322,1
1C,0,260-0325,"BOSA Assembly BOM,COP Gen3 (CB merger)",2000,5016,制五线边仓,P240207323,15
1C,0,260-0325,"BOSA Assembly BOM,COP Gen3 (CB merger)",2000,5016,制五线边仓,P240207324,204
1C,0,260-0325,"BOSA Assembly BOM,COP Gen3 (CB merger)",2000,5016,制五线边仓,P240207325,36
1C,0,260-0325,"BOSA Assembly BOM,COP Gen3 (CB merger)",2000,5016,制五线边仓,P240207399,245
1D,0,260-0385,"BOSA-Assy,40G LX4 Gen3,GN2105B+GN2110S",2000,5016,制五线边仓,P240120000,39
1D,0,260-0385,"BOSA-Assy,40G LX4 Gen3,GN2105B+GN2110S",2000,5016,制五线边仓,P240127000,109
1B,0,262-0058-CD,"OE BOM,100G SR4 GEN3 with Sony+GCS NPT",2000,5016,制五线边仓,P240126000,13
1A,0,262-0078-CD,"OE BOM,100G Gen3 AOC Avago & GCS,for ET",1000,5016,制五线边仓,P230314849,54
1A,0,262-0224-CD,"OE BOM,25G AOC V4S Sony&ULM,ES0",1000,5016,制五线边仓,P240108000,783
1A,0,262-0224-CD,"OE BOM,25G AOC V4S Sony&ULM,ES0",1000,5016,制五线边仓,P240119237,66
1B,0,302-0004,TSLG Nylok Screw M1.4x0.3x5.45,1000,5016,制五线边仓,23B2900288,49636
1B,0,302-0004,TSLG Nylok Screw M1.4x0.3x5.45,1000,5016,制五线边仓,2410900074,59000
1B,0,302-0004,TSLG Nylok Screw M1.4x0.3x5.45,1000,5016,制五线边仓,2410900075,5548
1B,0,302-0004,TSLG Nylok Screw M1.4x0.3x5.45,1000,5016,制五线边仓,2411600112,10605
1B,0,302-0004,TSLG Nylok Screw M1.4x0.3x5.45,2000,5016,制五线边仓,2412600030,58000
1B,0,302-0004,TSLG Nylok Screw M1.4x0.3x5.45,2000,5016,制五线边仓,2412600031,119871
1B,0,302-0004,TSLG Nylok Screw M1.4x0.3x5.45,5000,5016,MFG Ⅴ line side,2410300423,14574
1A,0,302-0006,TSLG Nylok Screw M1.7x0.35x4.5x6,1000,5016,制五线边仓,2410900079,5514
1A,0,302-0006,TSLG Nylok Screw M1.7x0.35x4.5x6,1000,5016,制五线边仓,2410900080,120
1A,0,302-0006,TSLG Nylok Screw M1.7x0.35x4.5x6,1000,5016,制五线边仓,2410900082,640
1B,0,302-0007,TSLG Nylok Screw M1.4x0.3x4.63,1000,5016,制五线边仓,2392600084,40908
1B,0,302-0007,TSLG Nylok Screw M1.4x0.3x4.63,1000,5016,制五线边仓,2420400041,20000
1B,0,302-0007,TSLG Nylok Screw M1.4x0.3x4.63,2000,5016,制五线边仓,2410500432,126244
1B,0,302-0007,TSLG Nylok Screw M1.4x0.3x4.63,5000,5016,MFG Ⅴ line side,2410300425,12968
1A,0,302-0008,"Nylok Flat head screw,SUS304,M1.7x8",1000,5016,制五线边仓,2131100018,4699
1A,0,310-0166,"advanced thermal pad,5*5*1.0mm",1000,5016,制五线边仓,2413100020,1853
,0,310-0166,"advanced thermal pad,5*5*1.0mm",2000,5016,制五线边仓,2302200008,557
,0,310-0166,"advanced thermal pad,5*5*1.0mm",2000,5016,制五线边仓,2302200015,1000
1A,0,310-0166,"advanced thermal pad,5*5*1.0mm",2000,5016,制五线边仓,2412400041,802
1A,0,310-0241,protection cover,1000,5016,制五线边仓,2131800361,452
1A,0,310-0251,EMI shielding ring,1000,5016,制五线边仓,23A0800006,118
1A,0,310-0251,EMI shielding ring,1000,5016,制五线边仓,2410800029,448
1A,0,310-0295,"Thermal Pad,12.0*6.0*0.4",1000,5016,制五线边仓,2411700069,1636
1A,0,310-0300,"EMI Gasket,12*6.5*0.13mm",1000,5016,制五线边仓,20C0900135,19655
1A,0,310-0362,"Lens Clamp For SR4 V3,SUS301 1/2H,0.2mm",1000,5016,制五线边仓,2410800031,1423
1B,0,310-0369,"Thermal Pad,13.5*13.5*0.4mm",2000,5016,制五线边仓,2251400373,5754
1A,0,310-0370,"Thermal Pad,gray,6.0*6.0*0.5mm",1000,5016,制五线边仓,2240700214,1585
,0,310-0370,"Thermal Pad,gray,6.0*6.0*0.5mm",2000,5016,制五线边仓,2172800407,578
1A,0,310-0370,"Thermal Pad,gray,6.0*6.0*0.5mm",2000,5016,制五线边仓,2242400073,3673
1B,0,310-0376,"EMI Pad,Gray,3.6*3.6*1.0mm",2000,5016,制五线边仓,2411300015,1036
1B,0,310-0376,"EMI Pad,Gray,3.6*3.6*1.0mm",2000,5016,制五线边仓,2411800401,6000
1B,0,310-0376,"EMI Pad,Gray,3.6*3.6*1.0mm",2000,5016,制五线边仓,2412500207,6000
1B,0,310-0376,"EMI Pad,Gray,3.6*3.6*1.0mm",2000,5016,制五线边仓,2412700141,5400
1C,0,310-0401,"Dust cover EPDM,Duplex LC,Black",1000,5016,制五线边仓,2410900300,2608
1C,0,310-0401,"Dust cover EPDM,Duplex LC,Black",2000,5016,制五线边仓,2411200342,34101
1C,0,310-0401,"Dust cover EPDM,Duplex LC,Black",5000,5016,MFG Ⅴ line side,2412500255,2007
1A,0,310-0405,"Tape,8358,11x2x0.08mm",2000,5016,制五线边仓,2411800402,3510
1B,0,310-0417,"Dust cover,EPDM,single LC,halogen free",2000,5016,制五线边仓,2250500203,452
,0,310-0417,"Dust cover,EPDM,single LC,halogen free",2000,5016,制五线边仓,2251200226,1000
1B,0,310-0417,"Dust cover,EPDM,single LC,halogen free",2000,5016,制五线边仓,22C0700384,5
1B,0,310-0417,"Dust cover,EPDM,single LC,halogen free",2000,5016,制五线边仓,2311200087,5
1B,0,310-0417,"Dust cover,EPDM,single LC,halogen free",2000,5016,制五线边仓,2321600137,5
1C,0,310-0417,"Dust cover,EPDM,single LC,halogen free",2000,5016,制五线边仓,23C0200208,156
1E,0,310-0440,"MPO dust cover,Silicon rubber,black",1000,5016,制五线边仓,2411500052,3198
1E,0,310-0440,"MPO dust cover,Silicon rubber,black",2000,5016,制五线边仓,2412500254,324
1A,0,310-0474,"Thermal Pad,Sarcon,white,3*3*1mm",1000,5016,制五线边仓,23B2200108,3396
1A,0,310-0490,"Thermal Pad,6*4.5*1mm",2000,5016,制五线边仓,2411100294,224
1A,0,310-0490,"Thermal Pad,6*4.5*1mm",2000,5016,制五线边仓,2411800403,500
1A,0,310-0490,"Thermal Pad,6*4.5*1mm",2000,5016,制五线边仓,2411800404,1500
1A,0,310-0490,"Thermal Pad,6*4.5*1mm",2000,5016,制五线边仓,2412500208,2000
1A,0,310-0490,"Thermal Pad,6*4.5*1mm",2000,5016,制五线边仓,2420600233,6400
1B,0,310-0571,Clamp,1000,5016,制五线边仓,23B0900495,102
1A,0,311-0005,"EMI Pad,10.4X2.0X1.5",1000,5016,制五线边仓,20C2300171,671
1A,0,311-0183,"Thermal pad,13.5x13.5x0.4mm",1000,5016,制五线边仓,2242900401,58
1A,0,311-0207,"Thermal Pad,13.5*13.5*1mm",2000,5016,制五线边仓,2413000019,2017
1A,0,311-0244,"mylar,PC98,10.2X14X0.1MM",2000,5016,制五线边仓,2410400847,14345
1A,0,311-0244,"mylar,PC98,10.2X14X0.1MM",5000,5016,MFG Ⅴ line side,2372000313,386
1C,0,311-0252,"mylar,pc98+99015LVC-XC,5.2X39.5X0.20mm",2000,5016,制五线边仓,23C2100261,1627
1C,0,311-0252,"mylar,pc98+99015LVC-XC,5.2X39.5X0.20mm",2000,5016,制五线边仓,23C2800128,4000
1A,0,311-0276,EMI PAD,2000,5016,制五线边仓,2410400351,10321
1A,0,311-0276,EMI PAD,2000,5016,制五线边仓,2411100308,10500
1A,0,311-0276,EMI PAD,2000,5016,制五线边仓,2411100309,9500
,0,311-0276,EMI PAD,5000,5016,MFG Ⅴ line side,2292800045,272
1A,0,311-0363,"Tape,PI+Dow7388,CK75100F,5*7*0.05",2000,5016,制五线边仓,2150900010,4886
1A,0,311-0436,"EMI Composite Tape,15.0*5.7*0.08mm",1000,5016,制五线边仓,2411300049,7324
1A,0,311-0436,"EMI Composite Tape,15.0*5.7*0.08mm",2000,5016,制五线边仓,2410600569,42352
1A,0,311-0437,"EMI pad,14.7x6.4x0.5mm",2000,5016,制五线边仓,23B1600314,1250
1C,0,312-0036,"protect cover,santoprene251-70w232,Black",1000,5016,制五线边仓,2411000462,3980
1C,0,312-0036,"protect cover,santoprene251-70w232,Black",1000,5016,制五线边仓,2411000463,1000
1C,0,312-0036,"protect cover,santoprene251-70w232,Black",1000,5016,制五线边仓,2411000464,2000
1C,0,312-0036,"protect cover,santoprene251-70w232,Black",1000,5016,制五线边仓,2411600253,2000
2C,0,320-0109,MPO adapter,1000,5016,制五线边仓,2411000149,288
1A,0,320-0248,"Spring,SUS304,Ø1.5x0.2x4.5",1000,5016,制五线边仓,23B1100099,1660
1A,0,320-0284,"Spring OD 1.5mm,l:7.3mm, W-D:0.2mm",1000,5016,制五线边仓,2411000458,85502
1A,0,320-0284,"Spring OD 1.5mm,l:7.3mm, W-D:0.2mm",2000,5016,制五线边仓,2410700071,154323
1A,0,320-0284,"Spring OD 1.5mm,l:7.3mm, W-D:0.2mm",5000,5016,MFG Ⅴ line side,2410400205,6668
1A,0,330-0006,"Label,80×50mm,white,blank",5000,5016,MFG Ⅴ line side,2262800092,797
1A,0,330-0006,"Label,80×50mm,white,blank",5000,5016,MFG Ⅴ line side,23C2800018,5000
1A,0,330-0007,"Label,115×60mm,white,blank,shipping",1000,5016,制五线边仓,2141300116,382
1A,0,330-0024,"Label,90*60*0.1mm,white,blank",1000,5016,制五线边仓,23C2300106,4793
1A,0,330-0024,"Label,90*60*0.1mm,white,blank",2000,5016,制五线边仓,2391300259,1430
1A,0,330-0024,"Label,90*60*0.1mm,white,blank",5000,5016,MFG Ⅴ line side,2391300259,1209
1A,0,330-0025,"Label,150*100*0.1,white,bk,ESK outer box",1000,5016,制五线边仓,23C2900042,8158
1A,0,330-0025,"Label,150*100*0.1,white,bk,ESK outer box",2000,5016,制五线边仓,23C2900160,7344
1A,0,330-0025,"Label,150*100*0.1,white,bk,ESK outer box",2000,5016,制五线边仓,2412700352,5000
1A,0,330-0025,"Label,150*100*0.1,white,bk,ESK outer box",5000,5016,MFG Ⅴ line side,2381100301,1271
1A,0,330-0025,"Label,150*100*0.1,white,bk,ESK outer box",5000,5016,MFG Ⅴ line side,2391800096,377
1B,0,330-0081,"Label,29.0*15.0,white,inno-logo",1000,5016,制五线边仓,2411800056,620
1C,0,330-0081,"Label,29.0*15.0,white,inno-logo",1000,5016,制五线边仓,2420100017,34277
1C,0,330-0081,"Label,29.0*15.0,white,inno-logo",2000,5016,制五线边仓,2411900013,28032
1B,0,330-0081,"Label,29.0*15.0,white,inno-logo",5000,5016,MFG Ⅴ line side,2381700055,4554
1C,0,330-0081,"Label,29.0*15.0,white,inno-logo",5000,5016,MFG Ⅴ line side,2412300032,4789
1A,0,330-0087,"Label,26.0*15.0*0.1,white,Blank",1000,5016,制五线边仓,2302021111,1347
1A,0,330-0087,"Label,26.0*15.0*0.1,white,Blank",5000,5016,MFG Ⅴ line side,2272100115,4796
,0,330-0088,"Label,29.0*15.0*0.1,white,Blank",1000,5016,制五线边仓,2023112701,12
,0,330-0088,"Label,29.0*15.0*0.1,white,Blank",1000,5016,制五线边仓,22A2600391,434
1A,0,330-0088,"Label,29.0*15.0*0.1,white,Blank",1000,5016,制五线边仓,2411800037,18339
1A,0,330-0088,"Label,29.0*15.0*0.1,white,Blank",5000,5016,MFG Ⅴ line side,2390600100,3039
1A,0,330-0088,"Label,29.0*15.0*0.1,white,Blank",5000,5016,MFG Ⅴ line side,2392500108,3761
1A,0,330-0088,"Label,29.0*15.0*0.1,white,Blank",5000,5016,MFG Ⅴ line side,23A1700063,5000
1B,0,330-0101,"Label,rounded corner,white,blank,for Box",1000,5016,制五线边仓,23C0800094,3536
1B,0,330-0101,"Label,rounded corner,white,blank,for Box",1000,5016,制五线边仓,23C1100108,5000
1B,0,330-0101,"Label,rounded corner,white,blank,for Box",1000,5016,制五线边仓,23C1100109,10000
1B,0,330-0101,"Label,rounded corner,white,blank,for Box",5000,5016,MFG Ⅴ line side,2412500162,30000
2A,0,330-0121,"Label,29*15,white,Flexoptix",2000,5016,制五线边仓,23B1600042,2557
1A,0,330-0138,"Label,70.0*70.0*0.1mm,white,Chrom paper",1000,5016,制五线边仓,2022100329,862
2A,0,330-0142,Prevent the unpacking for Tray,1000,5016,制五线边仓,2092200235,2527
1A,0,330-0162,"Label,29x15x0.1mm,white,HW",1000,5016,制五线边仓,23C0800095,317
1A,0,330-0162,"Label,29x15x0.1mm,white,HW",1000,5016,制五线边仓,2413100073,20000
1A,0,330-0162,"Label,29x15x0.1mm,white,HW",2000,5016,制五线边仓,23B1600254,700
1A,0,330-0162,"Label,29x15x0.1mm,white,HW",2000,5016,制五线边仓,2410300076,9050
,0,330-0164,"Label,29x15x0.1,white,Juniper",5000,5016,MFG Ⅴ line side,2262700095,510
1B,0,330-0164,"Label,29x15x0.1,white,Juniper",5000,5016,MFG Ⅴ line side,22C0200070,1559
1B,0,330-0164,"Label,29x15x0.1,white,Juniper",5000,5016,MFG Ⅴ line side,23C2100036,5000
1A,0,330-0168,"Label,29.0x15.0x0.1mm,for Infinera",1000,5016,制五线边仓,2262900024,4547
1B,0,330-0173,"Label,29.0x15.0x0.1mm,DELL Logo",1000,5016,制五线边仓,2262300095,4340
2A,0,330-0189,"Label,29.0*15.0*0.1,white,ZTE",1000,5016,制五线边仓,23B2200234,4234
2A,0,330-0189,"Label,29.0*15.0*0.1,white,ZTE",2000,5016,制五线边仓,2362200124,908
1A,0,330-0194,"Label,60×40mm,white,blank,pack label",1000,5016,制五线边仓,23C2900045,3874
1A,0,330-0194,"Label,60×40mm,white,blank,pack label",2000,5016,制五线边仓,23C2300026,2783
1A,0,330-0194,"Label,60×40mm,white,blank,pack label",5000,5016,MFG Ⅴ line side,2152500275,1439
1A,0,330-0198,"Label,25.0*13,white,blank,Cisco",2000,5016,制五线边仓,2090100081,2428
1A,0,330-0198,"Label,25.0*13,white,blank,Cisco",5000,5016,MFG Ⅴ line side,2152200261,760
1A,0,330-0203,"Label,20.0*50.0,Yellow,Extreme Packing",1000,5016,制五线边仓,22B1100062,1000
1A,0,330-0207,"Label,101.6*50.8mm,white,blank for DELL",1000,5016,制五线边仓,22C2700015,3000
1A,0,330-0209,"Label,29.0*15.0,white,Innolight,H3C",2000,5016,制五线边仓,2152200055,1814
1A,0,330-0216,"Label,29.0*15.0,white,Juniper,TUV、UL",1000,5016,制五线边仓,2322000034,70
1A,0,330-0216,"Label,29.0*15.0,white,Juniper,TUV、UL",2000,5016,制五线边仓,2293000066,7097
1A,0,330-0223,"Label,29.0*15.0*0.1mm,white,HP Logo",1000,5016,制五线边仓,2310900077,3057
1A,0,330-0223,"Label,29.0*15.0*0.1mm,white,HP Logo",2000,5016,制五线边仓,22B1800153,1869
,0,330-0228,"Label,100*250*0.1mm,white,blank,Google",5000,5016,MFG Ⅴ line side,2271400203,1500
1A,0,330-0228,"Label,100*250*0.1mm,white,blank,Google",5000,5016,MFG Ⅴ line side,2370200048,19
1A,0,330-0233,"Label,50.0*75.0,‘PARTIAL CASE',Google",5000,5016,MFG Ⅴ line side,2240300095,894
1B,0,330-0255,"Label,29.0*15.0mm,Precision",1000,5016,制五线边仓,2150800004,1485
1B,0,330-0255,"Label,29.0*15.0mm,Precision",1000,5016,制五线边仓,2160200565,194
1B,0,330-0255,"Label,29.0*15.0mm,Precision",2000,5016,制五线边仓,2152600022,428
1B,0,330-0255,"Label,29.0*15.0mm,Precision",2000,5016,制五线边仓,2160200565,720
1A,0,330-0265,"Label,29.0*15.0*0.1mm,H3C",1000,5016,制五线边仓,2391500066,624
1A,0,330-0265,"Label,29.0*15.0*0.1mm,H3C",2000,5016,制五线边仓,23A1300113,2469
1A,0,330-0266,"Label,26*10.5*0.1mm,white,Cisco",1000,5016,制五线边仓,2410600292,2804
1A,0,330-0266,"Label,26*10.5*0.1mm,white,Cisco",1000,5016,制五线边仓,2410600293,5000
1A,0,330-0273,"Label,24.0*8.0*0.1mm,blank,Ass lin",1000,5016,制五线边仓,2412500163,7471
1A,0,330-0273,"Label,24.0*8.0*0.1mm,blank,Ass lin",2000,5016,制五线边仓,2412500124,10180
1A,0,330-0273,"Label,24.0*8.0*0.1mm,blank,Ass lin",5000,5016,MFG Ⅴ line side,2381100304,8697
2B,0,330-0285,"Label,26*10.5*0.1mm,white,inno logo",1000,5016,制五线边仓,2131200048,7441
2B,0,330-0285,"Label,26*10.5*0.1mm,white,inno logo",2000,5016,制五线边仓,2021900073,16773
1A,0,330-0292,"Label,25.0*13.0*0.1mm,Cisco",1000,5016,制五线边仓,23C1500017,2790
1A,0,330-0292,"Label,25.0*13.0*0.1mm,Cisco",1000,5016,制五线边仓,23C2200248,1107
1A,0,330-0292,"Label,25.0*13.0*0.1mm,Cisco",5000,5016,MFG Ⅴ line side,2230100044,152
1A,0,330-0307,"Label,100*70*0.1mm,white,For HT outerbox",1000,5016,制五线边仓,2070800511,2998.000
1A,0,330-0327,"Label,100*100*0.1mm,white,blank,Arista",1000,5016,制五线边仓,2361000038,194
1A,0,330-0327,"Label,100*100*0.1mm,white,blank,Arista",5000,5016,MFG Ⅴ line side,2361000038,400
1A,0,330-0328,"Label,51*25.5*0.1mm,white,blank,Arista",1000,5016,制五线边仓,2271400204,8000
1A,0,330-0328,"Label,51*25.5*0.1mm,white,blank,Arista",5000,5016,MFG Ⅴ line side,2271400204,1600
1A,0,330-0333,"Label,30*40*0.1mm,white,Bk,B425A",1000,5016,制五线边仓,23A1000277,4830
1A,0,330-0333,"Label,30*40*0.1mm,white,Bk,B425A",1000,5016,制五线边仓,23A1800444,5000
1A,0,330-0333,"Label,30*40*0.1mm,white,Bk,B425A",1000,5016,制五线边仓,23C2700305,2432
1A,0,330-0352,"label,29*15*0.1,inno&CE TUV,Ali",1000,5016,制五线边仓,23B2100151,304
1A,0,330-0352,"label,29*15*0.1,inno&CE TUV,Ali",2000,5016,制五线边仓,23B2100151,114
1A,0,330-0367,"Label,29mm*15mm*0.10mm,Ali",1000,5016,制五线边仓,23C0800099,3548
1A,0,330-0367,"Label,29mm*15mm*0.10mm,Ali",2000,5016,制五线边仓,23B3000023,4738
1A,0,330-0383,"Label,80*50*0.1mm,white,HT,pack label",1000,5016,制五线边仓,2160100002,854
,0,330-0383,"Label,80*50*0.1mm,white,HT,pack label",1000,5016,制五线边仓,2292400058,38
1A,0,330-0403,"Label,25*13,Cisco BP:473-00014-05(TMG9)",1000,5016,制五线边仓,2290100167,10418
1A,0,330-0403,"Label,25*13,Cisco BP:473-00014-05(TMG9)",5000,5016,MFG Ⅴ line side,2380800392,7
3A,0,350-0015,"Carton,270*239*109,innolight,shipments",1000,5016,制五线边仓,2413011111,893.000
3A,0,350-0015,"Carton,270*239*109,innolight,shipments",1000,5016,制五线边仓,2413111111,1080.000
3A,0,350-0015,"Carton,270*239*109,innolight,shipments",1000,5016,制五线边仓,2420311111,120.000
3A,0,350-0015,"Carton,270*239*109,innolight,shipments",5000,5016,MFG Ⅴ line side,23B0911111,54.610
1B,0,350-0016,"EPE Sponge,240*230*10,pink,shipments",1000,5016,制五线边仓,2420100135,3352.871
1B,0,350-0017,抗静电EPE 220*85*10,1000,5016,制五线边仓,2411800182,277.480
1B,0,350-0017,抗静电EPE 220*85*10,1000,5016,制五线边仓,2411800183,660.000
1B,0,350-0017,抗静电EPE 220*85*10,1000,5016,制五线边仓,2411900073,700.000
1B,0,350-0017,抗静电EPE 220*85*10,1000,5016,制五线边仓,2412900038,4460.000
1B,0,350-0017,抗静电EPE 220*85*10,1000,5016,制五线边仓,2413100260,440.000
3A,0,350-0025,"Carton,270*239*109,blank,shipments pack",1000,5016,制五线边仓,2412611111,217.197
3A,0,350-0025,"Carton,270*239*109,blank,shipments pack",1000,5016,制五线边仓,2413111111,1080.000
3A,0,350-0025,"Carton,270*239*109,blank,shipments pack",1000,5016,制五线边仓,2420311111,120.000
3A,0,350-0025,"Carton,270*239*109,blank,shipments pack",5000,5016,MFG Ⅴ line side,23A2511111,15.195
3A,0,350-0026,"Carton,505*285*245,blank,shipments",1000,5016,制五线边仓,2413011111,126.228
3A,0,350-0026,"Carton,505*285*245,blank,shipments",1000,5016,制五线边仓,2420611111,720.000
3A,0,350-0026,"Carton,505*285*245,blank,shipments",5000,5016,MFG Ⅴ line side,23A2511111,50.658
3A,0,350-0027,"Carton,505*285*245,innolight,shipments",1000,5016,制五线边仓,2412711111,443.592
3A,0,350-0027,"Carton,505*285*245,innolight,shipments",5000,5016,MFG Ⅴ line side,23B0711111,306.061
1B,0,350-0029,粉红防静电EPE 220*210*15MM,1000,5016,制五线边仓,23A1900213,194.000
1B,0,350-0029,粉红防静电EPE 220*210*15MM,1000,5016,制五线边仓,23A2400146,400.000
1B,0,350-0029,粉红防静电EPE 220*210*15MM,1000,5016,制五线边仓,23B0200136,600.000
1B,0,350-0029,粉红防静电EPE 220*210*15MM,1000,5016,制五线边仓,23B1600365,4.000
1B,0,350-0029,粉红防静电EPE 220*210*15MM,1000,5016,制五线边仓,23B1600366,800.000
1B,0,350-0029,粉红防静电EPE 220*210*15MM,2000,5016,制五线边仓,2411000073,200.000
1B,0,350-0029,粉红防静电EPE 220*210*15MM,2000,5016,制五线边仓,2411000074,200.000
1B,0,350-0029,粉红防静电EPE 220*210*15MM,5000,5016,MFG Ⅴ line side,2350800109,220.000
1B,0,350-0029,粉红防静电EPE 220*210*15MM,5000,5016,MFG Ⅴ line side,2381800157,200.000
1B,0,350-0029,粉红防静电EPE 220*210*15MM,5000,5016,MFG Ⅴ line side,23B1600366,200.000
2A,0,350-0038,"Antistatic bag,344mm*250mm,silver gray",1000,5016,制五线边仓,23A1900214,565.000
2A,0,350-0038,"Antistatic bag,344mm*250mm,silver gray",1000,5016,制五线边仓,23C1100028,1000.000
2A,0,350-0038,"Antistatic bag,344mm*250mm,silver gray",5000,5016,MFG Ⅴ line side,2151200195,550.000
1B,0,350-0089,"Antistatic EPE sponge,445x225x30mm,pink",1000,5016,制五线边仓,2411200468,448.000
1B,0,350-0089,"Antistatic EPE sponge,445x225x30mm,pink",1000,5016,制五线边仓,2411800188,200.000
1B,0,350-0089,"Antistatic EPE sponge,445x225x30mm,pink",1000,5016,制五线边仓,2412500094,201.000
1B,0,350-0089,"Antistatic EPE sponge,445x225x30mm,pink",1000,5016,制五线边仓,2412500095,99.000
1B,0,350-0089,"Antistatic EPE sponge,445x225x30mm,pink",1000,5016,制五线边仓,2420100138,200.000
1B,0,350-0090,"Antistatic EPE sponge,275x225x25mm,pink",1000,5016,制五线边仓,2411200470,289.000
1B,0,350-0090,"Antistatic EPE sponge,275x225x25mm,pink",1000,5016,制五线边仓,2411800189,300.000
1B,0,350-0090,"Antistatic EPE sponge,275x225x25mm,pink",1000,5016,制五线边仓,2412500096,300.000
