Creation_Date,Sales_Channel,订单类型描述,CustomerCode,CustomerName,注释,Series,PN,Model,Description,物料组2描述,物料组3描述,物料短描述,DeliveryDate0,DeliveryQuantity,Revenue,UnmetQuantity,SONumber,CompanyCode,SystemSONumber,ItemId,CompanyName,IndustrialStandard,CustomerPN,Quantity,Currency,DeliveryDate,销售员姓名,拒绝原因描述,创建人,
1/23/24,国外-直销,标准销售订单,200071,Juniper Networks,Juniper Networks,100G,561-0026,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4,,"CWDM4,Juniper S3BU,Gen3 Mits DFB,TW",1/31/24,2.000,,0,500174902,1000,10038807,10,苏州旭创科技有限公司,TR-FC13T-NJ3,740-061408,2,USD,1/23/24,莫兆熊,,WANGMH,
1/23/24,国外-直销,标准销售订单,200530,ADVA Optical Networking SE,ADVA Optical Networking SE,100G,500-3886,100G QSFP28 eCWDM4 Gen2.0,100G QSFP28 eCWDM4 Gen2.0,100G QSFP28 eCWDM4,,"100G eCWDM4 V2.0,for ADVA,GEN3 Mits DFB",2/25/24,35.000,,0,4500219967,1000,10038808,10,苏州旭创科技有限公司,TR-FC13X-NAD,5061997001,35,USD,1/23/24,吴盛,,WANGMH,
1/24/24,国内-直销,标准销售订单,100023,华为技术有限公司,,100G,500-7041,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3 1310nm,2Km HT",3/7/24,1123.000,,0,HWHG2773528-22,1000,10038823,1,苏州旭创科技有限公司,TR-FC13T-N00,34061299-006,1123,CNY,6/8/24,严冰艾,,BIZLINK,
1/24/24,国内-直销,标准销售订单,100023,华为技术有限公司,,100G,500-7041,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3 1310nm,2Km HT",3/11/24,141.000,,0,HWHG2773528-22,1000,10038823,2,苏州旭创科技有限公司,TR-FC13T-N00,34061299-006,1103,CNY,6/22/24,严冰艾,,BIZLINK,
1/24/24,国内-直销,标准销售订单,100023,华为技术有限公司,,100G,500-7041,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3 1310nm,2Km HT",3/15/24,962.000,,0,HWHG2773528-22,1000,10038823,2,苏州旭创科技有限公司,TR-FC13T-N00,34061299-006,1103,CNY,6/22/24,严冰艾,,BIZLINK,
1/24/24,国内-直销,标准销售订单,100023,华为技术有限公司,,100G,500-7041,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3 1310nm,2Km HT",3/15/24,38.000,,45.000,HWHG2773528-22,1000,10038823,3,苏州旭创科技有限公司,TR-FC13T-N00,34061299-006,1083,CNY,7/6/24,严冰艾,,BIZLINK,
1/24/24,国内-直销,标准销售订单,100023,华为技术有限公司,,100G,500-7041,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3 1310nm,2Km HT",,45.000,,0,HWHG2773528-22,1000,10038823,3,苏州旭创科技有限公司,TR-FC13T-N00,34061299-006,1083,CNY,7/6/24,严冰艾,,BIZLINK,
1/24/24,国内-直销,标准销售订单,100023,华为技术有限公司,,100G,500-7041,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3 1310nm,2Km HT",3/17/24,1000.000,,0,HWHG2773528-22,1000,10038823,3,苏州旭创科技有限公司,TR-FC13T-N00,34061299-006,1083,CNY,7/6/24,严冰艾,,BIZLINK,
1/24/24,国内-直销,标准销售订单,100023,华为技术有限公司,,100G,500-7041,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3 1310nm,2Km HT",,966.000,,966.000,HWHG2773528-22,1000,10038823,4,苏州旭创科技有限公司,TR-FC13T-N00,34061299-006,966,CNY,7/20/24,严冰艾,,BIZLINK,
1/24/24,国内-直销,标准销售订单,100023,华为技术有限公司,,100G,500-7041,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3 1310nm,2Km HT",,571.000,,571.000,HWHG2773528-22,1000,10038823,5,苏州旭创科技有限公司,TR-FC13T-N00,34061299-006,571,CNY,5/25/24,严冰艾,,BIZLINK,
1/24/24,国外-直销,标准销售订单,200542,Precision Optical Transceivers UK Limite,Precision Optical Transceivers UK Limited,100G,500-3776-02,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4,,"100G CWDM4 V2.0,Std(Welding+Oclaro DFB)",2/1/24,12.000,,0,POUK000000508,1000,10038824,10,苏州旭创科技有限公司,TR-FC13T-N00,TR-FC13T-N00,12,USD,1/24/24,莫兆熊,,WANGMH,
1/24/24,国外-直销,标准销售订单,200643,Flextronics International  Europe B. V.,Flextronics-Cisco-FGU,100G,500-5481,100G QSFP28 SR4 Gen3.0,100G QSFP28 SR4 Gen3.0,100G QSFP28 SR4,,Q28 SR4 G3 100m Sony Vcsel Cisco,2/5/24,1612.000,,0,391656873,7000,10038826,10,innolight tech. pte. lim.,TR-FC85S-NC3,10-3142-03,1612,USD,2/2/24,莫兆熊,,HURN,
1/24/24,国外-直销,标准销售订单,200643,Flextronics International  Europe B. V.,Flextronics-Cisco-FGU,100G,500-5481,100G QSFP28 SR4 Gen3.0,100G QSFP28 SR4 Gen3.0,100G QSFP28 SR4,,Q28 SR4 G3 100m Sony Vcsel Cisco,2/5/24,360.000,,0,391656871,7000,10038827,10,innolight tech. pte. lim.,TR-FC85S-NC3,10-3142-03,360,USD,2/2/24,莫兆熊,,HURN,
1/24/24,国外-直销,标准销售订单,200643,Flextronics International  Europe B. V.,Flextronics-Cisco-FGU,100G,500-5481,100G QSFP28 SR4 Gen3.0,100G QSFP28 SR4 Gen3.0,100G QSFP28 SR4,,Q28 SR4 G3 100m Sony Vcsel Cisco,2/5/24,728.000,,0,391656872,7000,10038828,10,innolight tech. pte. lim.,TR-FC85S-NC3,10-3142-03,728,USD,2/2/24,莫兆熊,,HURN,
1/24/24,国外-直销,标准销售订单,200643,Flextronics International  Europe B. V.,Flextronics-Cisco-FGU,100G,500-5500,100G QSFP28 CWDM4 Lite Gen2.0,100G QSFP28 CWDM4 Lite Gen2.0,100G QSFP28 CWDM4 Lite,,"Q28 CWDM4 Lite V2.0,Cisco(Weld+Mit DFB)",2/5/24,448.000,,0,391656875,7000,10038831,10,innolight tech. pte. lim.,TR-FC13H-HCI,10-3220-02,448,USD,1/30/24,莫兆熊,,HURN,
1/24/24,国外-直销,标准销售订单,200643,Flextronics International  Europe B. V.,Flextronics-Cisco-FGU,100G,500-5500,100G QSFP28 CWDM4 Lite Gen2.0,100G QSFP28 CWDM4 Lite Gen2.0,100G QSFP28 CWDM4 Lite,,"Q28 CWDM4 Lite V2.0,Cisco(Weld+Mit DFB)",2/5/24,800.000,,0,391656876,7000,10038832,10,innolight tech. pte. lim.,TR-FC13H-HCI,10-3220-02,800,USD,1/30/24,莫兆熊,,HURN,
1/24/24,国外-直销,标准销售订单,200643,Flextronics International  Europe B. V.,Flextronics-Cisco-FGU,100G,500-5614-002,100G QSFP28 AOC Gen3.0,100G QSFP28 AOC Gen3.0,100G QSFP28 AOC,,Q28 AOC G3 2m BRCM Vcsel Cisco,,0,,75.000,391656874,7000,10038841,10,innolight tech. pte. lim.,TF-FC002-NC4,10-3173-04,75,USD,4/30/24,莫兆熊,,HURN,
1/25/24,国外-直销,标准销售订单,200146,ADVA Optical Networking,ADVA Optical Networking,100G,500-3886,100G QSFP28 eCWDM4 Gen2.0,100G QSFP28 eCWDM4 Gen2.0,100G QSFP28 eCWDM4,,"100G eCWDM4 V2.0,for ADVA,GEN3 Mits DFB",,35.000,,35.000,4500220065,1000,10038857,30,苏州旭创科技有限公司,TR-FC13X-NAD,5061997001,35,USD,1/25/24,吴盛,,WANGMH,
1/25/24,国外-直销,标准销售订单,200539,KITE BIRD MALAYSIA SDN. BHD.,,100G,500-5595,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3,Tencent(SEI,Sif)",2/1/24,2.000,,0,TSPO240124801000041,1000,10038859,10,苏州旭创科技有限公司,TR-FC13T-NTC,795250EBKK3223,2,USD,1/30/24,符春凯,,SUNYJ,
1/25/24,国外-直销,标准销售订单,200540,GLORYBIRD JAPAN G.K.,,100G,500-5595,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3,Tencent(SEI,Sif)",2/1/24,16.000,,0,TSPO240124801000042,1000,10038860,10,苏州旭创科技有限公司,TR-FC13T-NTC,795250EBKK3223,16,USD,1/30/24,符春凯,,SUNYJ,
1/25/24,国外-直销,标准销售订单,200390,Aceville Pte. Ltd.,,100G,500-5595,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3,Tencent(SEI,Sif)",2/1/24,60.000,,0,TSPO240124801000043,1000,10038861,10,苏州旭创科技有限公司,TR-FC13T-NTC,795250EBKK3223,60,USD,1/30/24,符春凯,,SUNYJ,
1/25/24,国内-直销,标准销售订单,100082,腾讯科技(深圳)有限公司,,100G,500-5594,100G QSFP28 SR4 Gen3.0,100G QSFP28 SR4 Gen3.0,100G QSFP28 SR4,,"100G Q28 SR4 G3 Avago LP Vcsel,Tencent",1/28/24,192.000,,0,TSPO240124801000044,1000,10038862,10,苏州旭创科技有限公司,TR-FC85S-NTC,795250EBKK3222,192,CNY,1/30/24,符春凯,,SUNYJ,
1/25/24,国外-直销,标准销售订单,200540,GLORYBIRD JAPAN G.K.,,100G,500-5595,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3,Tencent(SEI,Sif)",2/1/24,256.000,,0,TSPO240124801000045,1000,10038863,10,苏州旭创科技有限公司,TR-FC13T-NTC,795250EBKK3223,256,USD,1/30/24,符春凯,,SUNYJ,
1/25/24,国内-直销,标准销售订单,100185,深圳融溢科技有限公司,,100G,500-3344,100G QSFP28 SR4 Gen2.0,100G QSFP28 SR4 Gen2.0,100G QSFP28 SR4,,"100G QSFP28 SR4 V2M,100m,Std,nalux lens",2/18/24,500.000,,0,SINC20240125001,1000,10038867,30,苏州旭创科技有限公司,TR-FC85S-N00,TR-FC85S-N00,500,CNY,1/25/24,杨陵辉,,YANGLH,
1/26/24,国外-直销,标准销售订单,200036,VITEX,VITEX,100G,500-4562,40G QSFP+ LR4 Gen3.0(100G QSFP28 CWDM4 Gen2.0 platform),40G QSFP+ LR4 Gen3(100G Q28 CWDM4 G2平台),40G QSFP+ LR4,,"40G QSFP+LR4 V3,CWDM4 S Platform_Ocl,Std",1/30/24,10.000,,0,27960,1000,10038868,10,苏州旭创科技有限公司,TR-QQ13L-N00,TR-QQ13L-N00,10,USD,1/26/24,莫兆熊,,WANGMH,
1/26/24,国外-直销,标准销售订单,200006,"Ficer Technology Co.,Ltd","Ficer Technology Co.,Ltd",100G,500-4292,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4,,"100G CWDM4 V2.0,Std(Gen3 Mitsubishi DFB)",1/31/24,100.000,,0,PO240124-05,1000,10038872,10,苏州旭创科技有限公司,TR-FC13T-N00,TR-FC13T-N00,100,USD,1/26/24,吴盛,,HURN,
1/26/24,国内-直销,标准销售订单,100391,阿里云计算有限公司,,100G,500-4957,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,100G CWDM4 Gen3 for Alibaba,2/29/24,1000.000,,0,PO22572274,1000,10038879,10,苏州旭创科技有限公司,TR-FC13T-N00,AB-QT0613C4nL,2000,CNY,2/8/24,高爽,,SUNYJ,
1/26/24,国内-直销,标准销售订单,100391,阿里云计算有限公司,,100G,500-4957,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,100G CWDM4 Gen3 for Alibaba,2/29/24,1000.000,,0,PO22572274,1000,10038879,10,苏州旭创科技有限公司,TR-FC13T-N00,AB-QT0613C4nL,2000,CNY,2/8/24,高爽,,SUNYJ,
1/26/24,国内-直销,标准销售订单,100217,新华三信息技术有限公司,,100G,500-4378,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4,,"100G CWDM4 V2.0,HP,Weld(Ocl DFB+M37244)",,0,,10.000,111597436_3,1000,10038886,10,苏州旭创科技有限公司,TR-FC13T-NHP,3406A058,10,CNY,1/26/24,高爽,,WANGZB,
1/26/24,国外-直销,标准销售订单,200542,Precision Optical Transceivers UK Limite,Precision Optical Transceivers UK Limited,100G,500-7207-002,100G QSFP28 AOC Gen3.0,100G QSFP28 AOC Gen3.0,100G QSFP28 AOC,,"100G AOC Gen3,2m,Sony Vcsel,Standard",,0,,5.000,POUK000000520,1000,10038895,10,苏州旭创科技有限公司,TF-FC002-N00,TF-FC002-N00,5,USD,1/26/24,莫兆熊,,WANGMH,
1/26/24,国外-直销,标准销售订单,PSM01,Innolight Technology USA Inc.,Innolight Technology USA Inc.,100G,500-6159-010,100G QSFP28 to 4x25G SFP28 Breakout AOC Gen3.0,100G QSFP28 to 4x25G SFP28 AOC Gen3.0,100G AOC Breakout,,"100G QSFP28 Gen3,SFP28 V4S AOC,10M,Std",,0,,15.000,INU-novality-008673,1000,10038903,10,苏州旭创科技有限公司,TF-FPQY010-N00,TF-FPQY010-N00,15,USD,1/26/24,莫兆熊,,HURN,
1/29/24,国外-直销,标准销售订单,200382,"Keysight Technologies, Inc.",Keysight-USA,100G,500-5359,100G QSFP28 SR4 Gen3.0,100G QSFP28 SR4 Gen3.0,100G QSFP28 SR4,,"100G SR4 G3(2108S/09S,Sony Vcsel )Std",1/30/24,10.000,,0,9080063499,1000,10038913,10,苏州旭创科技有限公司,TR-FC85S-N00,TR-FD85S-N00,10,USD,1/29/24,莫兆熊,,HURN,
1/29/24,国外-直销,标准销售订单,200294,Interface Masters Technologies,,100G,500-5359,100G QSFP28 SR4 Gen3.0,100G QSFP28 SR4 Gen3.0,100G QSFP28 SR4,,"100G SR4 G3(2108S/09S,Sony Vcsel )Std",2/4/24,10.000,,0,000000000015271,1000,10038919,10,苏州旭创科技有限公司,TR-FC85S-N00,TR-FC85S-N00,10,USD,1/29/24,莫兆熊,,HURN,
1/31/24,国外-直销,标准销售订单,200109,Precision Optical Transceivers,Precision Optical Transceivers,100G,500-3776-02,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4,,"100G CWDM4 V2.0,Std(Welding+Oclaro DFB)",2/29/24,4.000,,0,PO202400139,1000,10038937,10,苏州旭创科技有限公司,TR-FC13T-N00,TR-FC13T-N00,4,USD,1/31/24,莫兆熊,,WANGMH,
1/31/24,国外-渠道,标准销售订单,200357,"Delta Electronics, Inc.","Delta Electronics, Inc.",100G,500-6099,100G QSFP28 SR4 Gen3.0,100G QSFP28 SR4 Gen3.0,100G QSFP28 SR4,,"100G Q28 SR4 G3,Sony Vcsel Cisco",2/25/24,280.000,,0,FBNB4154,1000,10038957,10,苏州旭创科技有限公司,TR-FC85S-NB2,10-3190-02,280,USD,2/23/24,吴盛,,HURN,
2/2/24,国外-直销,标准销售订单,200296,Jabil-IXIA,Jabil-IXIA,100G,500-5359,100G QSFP28 SR4 Gen3.0,100G QSFP28 SR4 Gen3.0,100G QSFP28 SR4,,"100G SR4 G3(2108S/09S,Sony Vcsel )Std",2/20/24,10.000,,0,3014012158,1000,10038989,10,苏州旭创科技有限公司,TR-FC85S-N00,TR-FC85S-N00,10,USD,3/29/24,莫兆熊,,HURN,
2/23/24,国外-直销,标准销售订单,200296,Jabil-IXIA,Jabil-IXIA,100G,500-5359,100G QSFP28 SR4 Gen3.0,100G QSFP28 SR4 Gen3.0,100G QSFP28 SR4,,"100G SR4 G3(2108S/09S,Sony Vcsel )Std",3/6/24,14.000,,0,3014012158,1000,10038989,20,苏州旭创科技有限公司,TR-FC85S-N00,TR-FC85S-N00,14,USD,2/2/24,莫兆熊,,HURN,
2/2/24,国外-直销,标准销售订单,200296,Jabil-IXIA,Jabil-IXIA,100G,500-5359,100G QSFP28 SR4 Gen3.0,100G QSFP28 SR4 Gen3.0,100G QSFP28 SR4,,"100G SR4 G3(2108S/09S,Sony Vcsel )Std",2/20/24,24.000,,0,3014006628,1000,10038993,10,苏州旭创科技有限公司,TR-FC85S-N00,TR-FC85S-N00,24,USD,3/5/24,莫兆熊,,HURN,
2/2/24,国外-直销,标准销售订单,200296,Jabil-IXIA,Jabil-IXIA,100G,500-5359,100G QSFP28 SR4 Gen3.0,100G QSFP28 SR4 Gen3.0,100G QSFP28 SR4,,"100G SR4 G3(2108S/09S,Sony Vcsel )Std",2/20/24,8.000,,0,3014006629,1000,10038994,10,苏州旭创科技有限公司,TR-FC85S-N00,TR-FC85S-N00,8,USD,3/12/24,莫兆熊,,HURN,
2/2/24,国内-直销,标准销售订单,100217,新华三信息技术有限公司,,100G,500-6267,40G QSFP+ LR4 Gen3.0(100G QSFP28 CWDM4 Gen2.0 platform),40G QSFP+ LR4 Gen3(100G Q28 CWDM4 G2平台),40G QSFP+ LR4,,"40G QSFP+ LR4 V3.0,Mit DFB,GCS,10km,UNIS",,10.000,,10.000,111579566_7,1000,10039012,10,苏州旭创科技有限公司,TR-FC13T-N4X,3406A079,10,CNY,2/2/24,高爽,,WANGZB,
2/2/24,国内-直销,标准销售订单,100217,新华三信息技术有限公司,,100G,500-6267,40G QSFP+ LR4 Gen3.0(100G QSFP28 CWDM4 Gen2.0 platform),40G QSFP+ LR4 Gen3(100G Q28 CWDM4 G2平台),40G QSFP+ LR4,,"40G QSFP+ LR4 V3.0,Mit DFB,GCS,10km,UNIS",,10.000,,10.000,111579566_7,1000,10039012,20,苏州旭创科技有限公司,TR-FC13T-N4X,3406A079,10,CNY,2/2/24,高爽,,WANGZB,
2/2/24,国内-直销,标准销售订单,100217,新华三信息技术有限公司,,100G,500-6267,40G QSFP+ LR4 Gen3.0(100G QSFP28 CWDM4 Gen2.0 platform),40G QSFP+ LR4 Gen3(100G Q28 CWDM4 G2平台),40G QSFP+ LR4,,"40G QSFP+ LR4 V3.0,Mit DFB,GCS,10km,UNIS",,10.000,,10.000,111579566_7,1000,10039012,30,苏州旭创科技有限公司,TR-FC13T-N4X,3406A079,10,CNY,2/2/24,高爽,,WANGZB,
2/2/24,国内-直销,标准销售订单,100217,新华三信息技术有限公司,,100G,500-6267,40G QSFP+ LR4 Gen3.0(100G QSFP28 CWDM4 Gen2.0 platform),40G QSFP+ LR4 Gen3(100G Q28 CWDM4 G2平台),40G QSFP+ LR4,,"40G QSFP+ LR4 V3.0,Mit DFB,GCS,10km,UNIS",,0,,10.000,111579566_7,1000,10039012,40,苏州旭创科技有限公司,TR-FC13T-N4X,3406A079,10,CNY,2/2/24,高爽,,WANGZB,
2/4/24,国内-直销,标准销售订单,100023,华为技术有限公司,,100G,500-6035,100G QSFP28 CLR4 non-FEC Gen1.0,100G QSFP28 CLR4 non-FEC Gen1.0,100G QSFP28 CLR4,,"100G QSFP28 CLR4,HT(GN2105B+GN2110S)",,60.000,,60.000,HWHG2773528-24,1000,10039016,1,苏州旭创科技有限公司,TR-FC13V-N00,34061300,60,CNY,6/1/24,严冰艾,,BIZLINK,
2/4/24,国内-直销,标准销售订单,100023,华为技术有限公司,,100G,500-6035,100G QSFP28 CLR4 non-FEC Gen1.0,100G QSFP28 CLR4 non-FEC Gen1.0,100G QSFP28 CLR4,,"100G QSFP28 CLR4,HT(GN2105B+GN2110S)",,220.000,,220.000,HWHG2773528-24,1000,10039016,2,苏州旭创科技有限公司,TR-FC13V-N00,34061300,220,CNY,6/8/24,严冰艾,,BIZLINK,
2/5/24,国内-直销,标准销售订单,100300,北京字跳网络技术有限公司,,100G,500-4961-020,100G QSFP28 AOC Gen3.0,100G QSFP28 AOC Gen3.0,100G QSFP28 AOC,,"100G AOC Gen3,20m,Avago Vcsel,Standard",,0,,12.000,PO202402020029,1000,10039090,10,苏州旭创科技有限公司,TF-FC020-N00,BD3200000040,12,CNY,3/27/24,高爽,,YANGXM,
2/6/24,国外-直销,标准销售订单,200433,INGRASYS (SINGAPORE) PTE. LTD,Foxconn-SG-AWS,100G,500-4292,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4,,"100G CWDM4 V2.0,Std(Gen3 Mitsubishi DFB)",2/25/24,10.000,,0,2PCD-O20002,1000,10039103,10,苏州旭创科技有限公司,TR-FC13T-N00,TR-FC13T-N00,10,USD,2/15/24,莫兆熊,,WANGS,
2/6/24,国外-直销,标准销售订单,200610,"PANOPTICS CO., LTD","PANOPTICS CO., LTD-SB Systems",100G,500-5523,40G QSFP+ LR4 Gen3.0(100G QSFP28 CWDM4 Gen2.0 platform),40G QSFP+ LR4 Gen3(100G Q28 CWDM4 G2平台),40G QSFP+ LR4,,"40G QSFP+ LR4 V3.0 Oclaro DFB,SB System",2/20/24,200.000,,0,PSYINN240205-01,1000,10039104,30,苏州旭创科技有限公司,TR-QQ13L-N00,TR-QQ13L-N00,200,USD,2/6/24,吴盛,,WANGMH,
2/6/24,国外-直销,标准销售订单,200109,Precision Optical Transceivers,Precision Optical Transceivers,100G,500-3776-02,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4,,"100G CWDM4 V2.0,Std(Welding+Oclaro DFB)",,0,,40.000,PO202400160,1000,10039105,10,苏州旭创科技有限公司,TR-FC13T-N00,TR-FC13T-N00,40,USD,2/6/24,莫兆熊,,WANGMH,
2/6/24,国外-直销,标准销售订单,200580,Nvidia Corporation,Nvidia Corporation,100G,500-7179-002,100G QSFP28 to 4x25G SFP28 Breakout AOC Gen3.0,100G QSFP28 to 4x25G SFP28 AOC Gen3.0,100G AOC Breakout,,"100G QSFP28 Gen3,SFP28 V4S AOC,2M,Std",,0,,370.000,56315094,1000,10039107,10,苏州旭创科技有限公司,TF-FPQY002-N00,TF-FPQY002-N00,370,USD,2/6/24,莫兆熊,,LIUNN,
2/20/24,国外-直销,标准销售订单,200580,Nvidia Corporation,Nvidia Corporation,100G,500-7179-002,100G QSFP28 to 4x25G SFP28 Breakout AOC Gen3.0,100G QSFP28 to 4x25G SFP28 AOC Gen3.0,100G AOC Breakout,,"100G QSFP28 Gen3,SFP28 V4S AOC,2M,Std",,0,,370.000,56315094,1000,10039107,20,苏州旭创科技有限公司,TF-FPQY002-N00,TF-FPQY002-N00,370,USD,2/6/24,莫兆熊,,LIUNN,
2/20/24,国外-直销,标准销售订单,200580,Nvidia Corporation,Nvidia Corporation,100G,500-7179-005,100G QSFP28 to 4x25G SFP28 Breakout AOC Gen3.0,100G QSFP28 to 4x25G SFP28 AOC Gen3.0,100G AOC Breakout,,"100G QSFP28 Gen3,SFP28 V4S AOC,5M,Std",,0,,400.000,56315094,1000,10039107,30,苏州旭创科技有限公司,TF-FPQY005-N00,TF-FPQY005-N00,400,USD,2/6/24,莫兆熊,,LIUNN,
2/6/24,国外-直销,标准销售订单,200071,Juniper Networks,Juniper Networks,100G,561-0026,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4,,"CWDM4,Juniper S3BU,Gen3 Mits DFB,TW",2/26/24,2.000,,0,500175415,1000,10039111,40,苏州旭创科技有限公司,TR-FC13T-NJ3,740-061408,2,USD,2/6/24,莫兆熊,,HURN,
2/6/24,国外-渠道,标准销售订单,200145,HAKUTO CO.LTD,HAKUTO CO.LTD,40G,500-5275,40G QSFP+ SR4 Gen3.0,40G QSFP+ SR4 Gen3.0,40G QSFP+ SR4,,QSFP+SR4 G3 40G 100m Std,3/13/24,15.000,,0,1101009610-ZP04-10A3,1000,10039115,10,苏州旭创科技有限公司,TR-QQ85S-N00,TR-QQ85S-N00,15,USD,2/6/24,吴盛,,HURN,
2/7/24,国外-直销,标准销售订单,200390,Aceville Pte. Ltd.,,100G,500-5595,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3,Tencent(SEI,Sif)",2/28/24,2.000,,0,TSPO240206801000002,1000,10039117,10,苏州旭创科技有限公司,TR-FC13T-NTC,795250EBKK3223,2,USD,3/10/24,符春凯,,SUNYJ,
2/7/24,国外-直销,标准销售订单,200568,Kite Bird Korea Yuhan Hoesa,,100G,500-5595,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3,Tencent(SEI,Sif)",2/28/24,32.000,,0,TSPO240206801000003,1000,10039118,10,苏州旭创科技有限公司,TR-FC13T-NTC,795250EBKK3223,32,USD,3/10/24,符春凯,,SUNYJ,
2/7/24,国外-直销,标准销售订单,200568,Kite Bird Korea Yuhan Hoesa,,100G,500-5595,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3,Tencent(SEI,Sif)",2/28/24,80.000,,0,TSPO240206801000006,1000,10039119,10,苏州旭创科技有限公司,TR-FC13T-NTC,795250EBKK3223,80,USD,3/10/24,符春凯,,SUNYJ,
2/7/24,国外-直销,标准销售订单,200568,Kite Bird Korea Yuhan Hoesa,,100G,500-5595,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3,Tencent(SEI,Sif)",2/28/24,128.000,,0,TSPO240206801000007,1000,10039120,10,苏州旭创科技有限公司,TR-FC13T-NTC,795250EBKK3223,128,USD,3/10/24,符春凯,,SUNYJ,
2/14/24,国外-直销,标准销售订单,200495,"Ciena Global Products Company, Ltd.","Ciena Global Products Company, Ltd.",100G,561-0120,100G QSFP28 SR4 Gen3.0,100G QSFP28 SR4 Gen3.0,100G QSFP28 SR4,,"100G SR4 Gen3,Sem+Sony Vcsel,Cinea,TW",2/27/24,25.000,,0,4334036696,7000,10039136,10,innolight tech. pte. lim.,TR-FC85S-NCE,XCVR-Q00Z85,25,USD,2/14/24,莫兆熊,,HURN,
2/14/24,国外-直销,标准销售订单,200065,Cisco Systems,Cisco Systems,100G,500-5481,100G QSFP28 SR4 Gen3.0,100G QSFP28 SR4 Gen3.0,100G QSFP28 SR4,,Q28 SR4 G3 100m Sony Vcsel Cisco,,30.000,,30.000,US202590102,1000,10039140,40,苏州旭创科技有限公司,TR-FC85S-NC3,10-3142-03,30,USD,2/14/24,莫兆熊,,HURN,
