BOM_ID,LOCATION_ID,PARENT_ID,ALT_GROUP,PREFERENCE,ELEM_IX,CHILD_ID,NEW_SUPPLY,GRADE,RATE,BATCH_SIZE,EFFECTIVE_START,EFFECTIVE_END
BOM_280-1222,5000,280-1222,,3,3,110-0284,-,-,-,-,-,-
BOM_280-1222,1000,280-1222,,4,4,280-0574,-,-,-,-,-,-
BOM_280-1222,2000,280-1222,,4,4,280-0574,-,-,-,-,-,-
BOM_280-1222,5000,280-1222,,4,4,280-0574,-,-,-,-,-,-
BOM_280-1222,1000,280-1222,A1,5,5,280-0213,-,-,-,-,-,-
BOM_280-1222,2000,280-1222,A1,5,5,280-0213,-,-,-,-,-,-
BOM_280-1222,5000,280-1222,A1,5,5,280-0213,-,-,-,-,-,-
BOM_280-1222,1000,280-1222,A1,5,5,280-0765,-,-,-,-,-,-
BOM_280-1222,2000,280-1222,A1,5,5,280-0765,-,-,-,-,-,-
BOM_280-1222,5000,280-1222,A1,5,5,280-0765,-,-,-,-,-,-
BOM_260-0172,1000,260-0172,,2,2,280-1179,-,-,-,-,-,-
BOM_260-0172,2000,260-0172,,2,2,280-1179,-,-,-,-,-,-
BOM_260-0172,5000,260-0172,,2,2,280-1179,-,-,-,-,-,-
BOM_260-0172,1000,260-0172,,3,3,320-0614,-,-,-,-,-,-
BOM_260-0172,2000,260-0172,,3,3,320-0614,-,-,-,-,-,-
BOM_260-0172,5000,260-0172,,3,3,320-0614,-,-,-,-,-,-
BOM_260-0172,1000,260-0172,,4,4,310-0284,-,-,-,-,-,-
BOM_260-0172,2000,260-0172,,4,4,310-0284,-,-,-,-,-,-
BOM_260-0172,5000,260-0172,,4,4,310-0284,-,-,-,-,-,-
BOM_260-0172,1000,260-0172,,5,5,310-0418,-,-,-,-,-,-
BOM_260-0172,2000,260-0172,,5,5,310-0418,-,-,-,-,-,-
BOM_260-0172,5000,260-0172,,5,5,310-0418,-,-,-,-,-,-
BOM_500-4103,1000,500-4103,,1,1,502-1931,-,-,-,-,-,-
BOM_500-4103,2000,500-4103,,1,1,502-1931,-,-,-,-,-,-
BOM_500-4103,5000,500-4103,,1,1,502-1931,-,-,-,-,-,-
BOM_500-4103,6000,500-4103,,1,1,502-1931,-,-,-,-,-,-
BOM_502-1931,1000,502-1931,,1,1,260-0175,-,-,-,-,-,-
BOM_502-1931,2000,502-1931,,1,1,260-0175,-,-,-,-,-,-
BOM_502-1931,5000,502-1931,,1,1,260-0175,-,-,-,-,-,-
BOM_260-0175,1000,260-0175,,1,1,280-1235,-,-,-,-,-,-
BOM_260-0175,2000,260-0175,,1,1,280-1235,-,-,-,-,-,-
BOM_260-0175,5000,260-0175,,1,1,280-1235,-,-,-,-,-,-
BOM_280-1235,1000,280-1235,,1,1,320-0368,-,-,-,-,-,-
BOM_280-1235,2000,280-1235,,1,1,320-0368,-,-,-,-,-,-
BOM_280-1235,5000,280-1235,,1,1,320-0368,-,-,-,-,-,-
BOM_280-1235,1000,280-1235,,2,2,280-0397,-,-,-,-,-,-
BOM_280-1235,2000,280-1235,,2,2,280-0397,-,-,-,-,-,-
BOM_280-1235,5000,280-1235,,2,2,280-0397,-,-,-,-,-,-
BOM_280-1235,1000,280-1235,,3,3,110-0284,-,-,-,-,-,-
BOM_280-1235,2000,280-1235,,3,3,110-0284,-,-,-,-,-,-
BOM_280-1235,5000,280-1235,,3,3,110-0284,-,-,-,-,-,-
BOM_280-1235,1000,280-1235,,4,4,280-0574,-,-,-,-,-,-
BOM_280-1235,2000,280-1235,,4,4,280-0574,-,-,-,-,-,-
BOM_280-1235,5000,280-1235,,4,4,280-0574,-,-,-,-,-,-
BOM_280-1235,1000,280-1235,A1,5,5,280-0213,-,-,-,-,-,-
BOM_280-1235,2000,280-1235,A1,5,5,280-0213,-,-,-,-,-,-
BOM_280-1235,5000,280-1235,A1,5,5,280-0213,-,-,-,-,-,-
BOM_280-1235,1000,280-1235,A1,5,5,280-0765,-,-,-,-,-,-
BOM_280-1235,2000,280-1235,A1,5,5,280-0765,-,-,-,-,-,-
BOM_280-1235,5000,280-1235,A1,5,5,280-0765,-,-,-,-,-,-
BOM_260-0175,1000,260-0175,,2,2,280-1179,-,-,-,-,-,-
BOM_260-0175,2000,260-0175,,2,2,280-1179,-,-,-,-,-,-
BOM_260-0175,5000,260-0175,,2,2,280-1179,-,-,-,-,-,-
BOM_260-0175,1000,260-0175,,3,3,320-0614,-,-,-,-,-,-
BOM_260-0175,2000,260-0175,,3,3,320-0614,-,-,-,-,-,-
BOM_260-0175,5000,260-0175,,3,3,320-0614,-,-,-,-,-,-
BOM_260-0175,1000,260-0175,,4,4,310-0284,-,-,-,-,-,-
BOM_260-0175,2000,260-0175,,4,4,310-0284,-,-,-,-,-,-
BOM_260-0175,5000,260-0175,,4,4,310-0284,-,-,-,-,-,-
BOM_260-0175,1000,260-0175,,5,5,310-0418,-,-,-,-,-,-
BOM_260-0175,2000,260-0175,,5,5,310-0418,-,-,-,-,-,-
BOM_260-0175,5000,260-0175,,5,5,310-0418,-,-,-,-,-,-
BOM_500-4106,1000,500-4106,,1,1,502-1892,-,-,-,-,-,-
BOM_500-4106,2000,500-4106,,1,1,502-1892,-,-,-,-,-,-
BOM_500-4106,5000,500-4106,,1,1,502-1892,-,-,-,-,-,-
BOM_500-4106,6000,500-4106,,1,1,502-1892,-,-,-,-,-,-
BOM_502-1892,1000,502-1892,,2,2,260-0172,-,-,-,-,-,-
BOM_502-1892,2000,502-1892,,2,2,260-0172,-,-,-,-,-,-
BOM_502-1892,5000,502-1892,,2,2,260-0172,-,-,-,-,-,-
BOM_260-0172,1000,260-0172,,6,6,280-1222,-,-,-,-,-,-
BOM_260-0172,2000,260-0172,,6,6,280-1222,-,-,-,-,-,-
BOM_260-0172,5000,260-0172,,6,6,280-1222,-,-,-,-,-,-
BOM_280-1222,1000,280-1222,,6,6,320-0368,-,-,-,-,-,-
BOM_280-1222,2000,280-1222,,6,6,320-0368,-,-,-,-,-,-
BOM_280-1222,5000,280-1222,,6,6,320-0368,-,-,-,-,-,-
BOM_280-1222,1000,280-1222,,7,7,280-0397,-,-,-,-,-,-
BOM_280-1222,2000,280-1222,,7,7,280-0397,-,-,-,-,-,-
BOM_280-1222,5000,280-1222,,7,7,280-0397,-,-,-,-,-,-
BOM_280-1222,1000,280-1222,,8,8,110-0284,-,-,-,-,-,-
BOM_280-1222,2000,280-1222,,8,8,110-0284,-,-,-,-,-,-
BOM_280-1222,5000,280-1222,,8,8,110-0284,-,-,-,-,-,-
BOM_280-1222,1000,280-1222,,9,9,280-0574,-,-,-,-,-,-
BOM_280-1222,2000,280-1222,,9,9,280-0574,-,-,-,-,-,-
BOM_280-1222,5000,280-1222,,9,9,280-0574,-,-,-,-,-,-
BOM_280-1222,1000,280-1222,A1,5,5,280-0213,-,-,-,-,-,-
BOM_280-1222,2000,280-1222,A1,5,5,280-0213,-,-,-,-,-,-
BOM_280-1222,5000,280-1222,A1,5,5,280-0213,-,-,-,-,-,-
BOM_280-1222,1000,280-1222,A1,5,5,280-0765,-,-,-,-,-,-
BOM_280-1222,2000,280-1222,A1,5,5,280-0765,-,-,-,-,-,-
BOM_280-1222,5000,280-1222,A1,5,5,280-0765,-,-,-,-,-,-
BOM_260-0172,1000,260-0172,,7,7,280-1179,-,-,-,-,-,-
BOM_260-0172,2000,260-0172,,7,7,280-1179,-,-,-,-,-,-
BOM_260-0172,5000,260-0172,,7,7,280-1179,-,-,-,-,-,-
BOM_260-0172,1000,260-0172,,8,8,320-0614,-,-,-,-,-,-
BOM_260-0172,2000,260-0172,,8,8,320-0614,-,-,-,-,-,-
BOM_260-0172,5000,260-0172,,8,8,320-0614,-,-,-,-,-,-
BOM_260-0172,1000,260-0172,,9,9,310-0284,-,-,-,-,-,-
BOM_260-0172,2000,260-0172,,9,9,310-0284,-,-,-,-,-,-
BOM_260-0172,5000,260-0172,,9,9,310-0284,-,-,-,-,-,-
BOM_260-0172,1000,260-0172,,10,10,310-0418,-,-,-,-,-,-
BOM_260-0172,2000,260-0172,,10,10,310-0418,-,-,-,-,-,-
BOM_260-0172,5000,260-0172,,10,10,310-0418,-,-,-,-,-,-
BOM_500-4106-01,1000,500-4106-01,,1,1,502-1892,-,-,-,-,-,-
BOM_500-4106-01,2000,500-4106-01,,1,1,502-1892,-,-,-,-,-,-
BOM_500-4106-01,5000,500-4106-01,,1,1,502-1892,-,-,-,-,-,-
BOM_500-4106-01,6000,500-4106-01,,1,1,502-1892,-,-,-,-,-,-
BOM_502-1892,1000,502-1892,,3,3,260-0172,-,-,-,-,-,-
BOM_502-1892,2000,502-1892,,3,3,260-0172,-,-,-,-,-,-
BOM_502-1892,5000,502-1892,,3,3,260-0172,-,-,-,-,-,-
BOM_260-0172,1000,260-0172,,11,11,280-1222,-,-,-,-,-,-
BOM_260-0172,2000,260-0172,,11,11,280-1222,-,-,-,-,-,-
BOM_260-0172,5000,260-0172,,11,11,280-1222,-,-,-,-,-,-
BOM_280-1222,1000,280-1222,,10,10,320-0368,-,-,-,-,-,-
BOM_280-1222,2000,280-1222,,10,10,320-0368,-,-,-,-,-,-
BOM_280-1222,5000,280-1222,,10,10,320-0368,-,-,-,-,-,-
BOM_280-1222,1000,280-1222,,11,11,280-0397,-,-,-,-,-,-
BOM_280-1222,2000,280-1222,,11,11,280-0397,-,-,-,-,-,-
BOM_280-1222,5000,280-1222,,11,11,280-0397,-,-,-,-,-,-
BOM_280-1222,1000,280-1222,,12,12,110-0284,-,-,-,-,-,-
BOM_280-1222,2000,280-1222,,12,12,110-0284,-,-,-,-,-,-
BOM_280-1222,5000,280-1222,,12,12,110-0284,-,-,-,-,-,-
BOM_280-1222,1000,280-1222,,13,13,280-0574,-,-,-,-,-,-
BOM_280-1222,2000,280-1222,,13,13,280-0574,-,-,-,-,-,-
BOM_280-1222,5000,280-1222,,13,13,280-0574,-,-,-,-,-,-
BOM_280-1222,1000,280-1222,A1,5,5,280-0213,-,-,-,-,-,-
BOM_280-1222,2000,280-1222,A1,5,5,280-0213,-,-,-,-,-,-
BOM_280-1222,5000,280-1222,A1,5,5,280-0213,-,-,-,-,-,-
BOM_280-1222,1000,280-1222,A1,5,5,280-0765,-,-,-,-,-,-
BOM_280-1222,2000,280-1222,A1,5,5,280-0765,-,-,-,-,-,-
BOM_280-1222,5000,280-1222,A1,5,5,280-0765,-,-,-,-,-,-
BOM_260-0172,1000,260-0172,,12,12,280-1179,-,-,-,-,-,-
BOM_260-0172,2000,260-0172,,12,12,280-1179,-,-,-,-,-,-
BOM_260-0172,5000,260-0172,,12,12,280-1179,-,-,-,-,-,-
BOM_260-0172,1000,260-0172,,13,13,320-0614,-,-,-,-,-,-
BOM_260-0172,2000,260-0172,,13,13,320-0614,-,-,-,-,-,-
BOM_260-0172,5000,260-0172,,13,13,320-0614,-,-,-,-,-,-
BOM_260-0172,1000,260-0172,,14,14,310-0284,-,-,-,-,-,-
BOM_260-0172,2000,260-0172,,14,14,310-0284,-,-,-,-,-,-
BOM_260-0172,5000,260-0172,,14,14,310-0284,-,-,-,-,-,-
BOM_260-0172,1000,260-0172,,15,15,310-0418,-,-,-,-,-,-
BOM_260-0172,2000,260-0172,,15,15,310-0418,-,-,-,-,-,-
BOM_260-0172,5000,260-0172,,15,15,310-0418,-,-,-,-,-,-
BOM_500-4110,1000,500-4110,,1,1,502-1678,-,-,-,-,-,-
BOM_500-4110,2000,500-4110,,1,1,502-1678,-,-,-,-,-,-
BOM_500-4110,5000,500-4110,,1,1,502-1678,-,-,-,-,-,-
BOM_500-4110,6000,500-4110,,1,1,502-1678,-,-,-,-,-,-
BOM_502-1678,1000,502-1678,,7,7,260-0120,-,-,-,-,-,-
BOM_502-1678,2000,502-1678,,7,7,260-0120,-,-,-,-,-,-
BOM_502-1678,5000,502-1678,,7,7,260-0120,-,-,-,-,-,-
BOM_260-0120,1000,260-0120,,22,22,280-0927,-,-,-,-,-,-
BOM_260-0120,2000,260-0120,,22,22,280-0927,-,-,-,-,-,-
BOM_260-0120,5000,260-0120,,22,22,280-0927,-,-,-,-,-,-
BOM_280-0927,1000,280-0927,,34,34,280-0804-27,-,-,-,-,-,-
BOM_280-0927,2000,280-0927,,34,34,280-0804-27,-,-,-,-,-,-
BOM_280-0927,5000,280-0927,,34,34,280-0804-27,-,-,-,-,-,-
BOM_280-0927,1000,280-0927,,35,35,280-0804-29,-,-,-,-,-,-
BOM_280-0927,2000,280-0927,,35,35,280-0804-29,-,-,-,-,-,-
BOM_280-0927,5000,280-0927,,35,35,280-0804-29,-,-,-,-,-,-
BOM_280-0927,1000,280-0927,,36,36,280-0804-31,-,-,-,-,-,-
BOM_280-0927,2000,280-0927,,36,36,280-0804-31,-,-,-,-,-,-
BOM_280-0927,5000,280-0927,,36,36,280-0804-31,-,-,-,-,-,-
BOM_280-0927,1000,280-0927,,37,37,280-0804-33,-,-,-,-,-,-
BOM_280-0927,2000,280-0927,,37,37,280-0804-33,-,-,-,-,-,-
BOM_280-0927,5000,280-0927,,37,37,280-0804-33,-,-,-,-,-,-
BOM_280-0927,1000,280-0927,A2,5,5,280-0926,-,-,-,-,-,-
BOM_280-0927,2000,280-0927,A2,5,5,280-0926,-,-,-,-,-,-
BOM_280-0927,5000,280-0927,A2,5,5,280-0926,-,-,-,-,-,-
BOM_280-0926,LOCATION-PCBA-Subcon,280-0926,,18,18,504-1319,-,-,-,-,-,-
BOM_504-1319,LOCATION-PCBA-Subcon,504-1319,,408,408,140-0392,-,-,-,-,-,-
BOM_504-1319,LOCATION-PCBA-Subcon,504-1319,,409,409,140-0221,-,-,-,-,-,-
BOM_504-1319,LOCATION-PCBA-Subcon,504-1319,,410,410,140-0341,-,-,-,-,-,-
BOM_504-1319,LOCATION-PCBA-Subcon,504-1319,,411,411,140-0179,-,-,-,-,-,-
BOM_504-1319,LOCATION-PCBA-Subcon,504-1319,,412,412,140-0246,-,-,-,-,-,-
BOM_504-1319,LOCATION-PCBA-Subcon,504-1319,,413,413,140-0386,-,-,-,-,-,-
BOM_504-1319,LOCATION-PCBA-Subcon,504-1319,,414,414,140-0253,-,-,-,-,-,-
BOM_504-1319,LOCATION-PCBA-Subcon,504-1319,,415,415,140-0384,-,-,-,-,-,-
BOM_280-0927,1000,280-0927,A2,5,5,280-0926-02,-,-,-,-,-,-
BOM_280-0927,2000,280-0927,A2,5,5,280-0926-02,-,-,-,-,-,-
BOM_280-0927,5000,280-0927,A2,5,5,280-0926-02,-,-,-,-,-,-
BOM_280-0926-02,LOCATION-PCBA-Subcon,280-0926-02,,18,18,504-1548,-,-,-,-,-,-
BOM_504-1548,LOCATION-PCBA-Subcon,504-1548,,135,135,140-0221,-,-,-,-,-,-
BOM_504-1548,LOCATION-PCBA-Subcon,504-1548,,136,136,140-0341,-,-,-,-,-,-
BOM_504-1548,LOCATION-PCBA-Subcon,504-1548,,137,137,140-0179,-,-,-,-,-,-
BOM_504-1548,LOCATION-PCBA-Subcon,504-1548,,138,138,140-0246,-,-,-,-,-,-
BOM_504-1548,LOCATION-PCBA-Subcon,504-1548,,139,139,140-0386,-,-,-,-,-,-
BOM_504-1548,LOCATION-PCBA-Subcon,504-1548,,140,140,140-0253,-,-,-,-,-,-
BOM_504-1548,LOCATION-PCBA-Subcon,504-1548,,141,141,140-0384,-,-,-,-,-,-
BOM_260-0120,1000,260-0120,,23,23,280-0802,-,-,-,-,-,-
BOM_260-0120,2000,260-0120,,23,23,280-0802,-,-,-,-,-,-
BOM_260-0120,5000,260-0120,,23,23,280-0802,-,-,-,-,-,-
BOM_260-0120,1000,260-0120,,24,24,280-0695,-,-,-,-,-,-
BOM_260-0120,2000,260-0120,,24,24,280-0695,-,-,-,-,-,-
BOM_260-0120,5000,260-0120,,24,24,280-0695,-,-,-,-,-,-
BOM_500-4114,1000,500-4114,,1,1,502-1892,-,-,-,-,-,-
BOM_500-4114,2000,500-4114,,1,1,502-1892,-,-,-,-,-,-
BOM_500-4114,5000,500-4114,,1,1,502-1892,-,-,-,-,-,-
BOM_500-4114,6000,500-4114,,1,1,502-1892,-,-,-,-,-,-
BOM_502-1892,1000,502-1892,,4,4,260-0172,-,-,-,-,-,-
BOM_502-1892,2000,502-1892,,4,4,260-0172,-,-,-,-,-,-
BOM_502-1892,5000,502-1892,,4,4,260-0172,-,-,-,-,-,-
BOM_260-0172,1000,260-0172,,16,16,280-1222,-,-,-,-,-,-
BOM_260-0172,2000,260-0172,,16,16,280-1222,-,-,-,-,-,-
BOM_260-0172,5000,260-0172,,16,16,280-1222,-,-,-,-,-,-
BOM_280-1222,1000,280-1222,,14,14,320-0368,-,-,-,-,-,-
BOM_280-1222,2000,280-1222,,14,14,320-0368,-,-,-,-,-,-
BOM_280-1222,5000,280-1222,,14,14,320-0368,-,-,-,-,-,-
BOM_280-1222,1000,280-1222,,15,15,280-0397,-,-,-,-,-,-
BOM_280-1222,2000,280-1222,,15,15,280-0397,-,-,-,-,-,-
BOM_280-1222,5000,280-1222,,15,15,280-0397,-,-,-,-,-,-
BOM_280-1222,1000,280-1222,,16,16,110-0284,-,-,-,-,-,-
BOM_280-1222,2000,280-1222,,16,16,110-0284,-,-,-,-,-,-
BOM_280-1222,5000,280-1222,,16,16,110-0284,-,-,-,-,-,-
BOM_280-1222,1000,280-1222,,17,17,280-0574,-,-,-,-,-,-
BOM_280-1222,2000,280-1222,,17,17,280-0574,-,-,-,-,-,-
BOM_280-1222,5000,280-1222,,17,17,280-0574,-,-,-,-,-,-
BOM_280-1222,1000,280-1222,A1,5,5,280-0213,-,-,-,-,-,-
BOM_280-1222,2000,280-1222,A1,5,5,280-0213,-,-,-,-,-,-
BOM_280-1222,5000,280-1222,A1,5,5,280-0213,-,-,-,-,-,-
BOM_280-1222,1000,280-1222,A1,5,5,280-0765,-,-,-,-,-,-
BOM_280-1222,2000,280-1222,A1,5,5,280-0765,-,-,-,-,-,-
BOM_280-1222,5000,280-1222,A1,5,5,280-0765,-,-,-,-,-,-
BOM_260-0172,1000,260-0172,,17,17,280-1179,-,-,-,-,-,-
BOM_260-0172,2000,260-0172,,17,17,280-1179,-,-,-,-,-,-
BOM_260-0172,5000,260-0172,,17,17,280-1179,-,-,-,-,-,-
BOM_260-0172,1000,260-0172,,18,18,320-0614,-,-,-,-,-,-
BOM_260-0172,2000,260-0172,,18,18,320-0614,-,-,-,-,-,-
BOM_260-0172,5000,260-0172,,18,18,320-0614,-,-,-,-,-,-
BOM_260-0172,1000,260-0172,,19,19,310-0284,-,-,-,-,-,-
BOM_260-0172,2000,260-0172,,19,19,310-0284,-,-,-,-,-,-
BOM_260-0172,5000,260-0172,,19,19,310-0284,-,-,-,-,-,-
BOM_260-0172,1000,260-0172,,20,20,310-0418,-,-,-,-,-,-
BOM_260-0172,2000,260-0172,,20,20,310-0418,-,-,-,-,-,-
BOM_260-0172,5000,260-0172,,20,20,310-0418,-,-,-,-,-,-
BOM_500-4128,1000,500-4128,,1,1,502-1945,-,-,-,-,-,-
BOM_500-4128,2000,500-4128,,1,1,502-1945,-,-,-,-,-,-
BOM_500-4128,5000,500-4128,,1,1,502-1945,-,-,-,-,-,-
BOM_500-4128,6000,500-4128,,1,1,502-1945,-,-,-,-,-,-
BOM_502-1945,1000,502-1945,,1,1,260-0176,-,-,-,-,-,-
BOM_502-1945,2000,502-1945,,1,1,260-0176,-,-,-,-,-,-
BOM_502-1945,5000,502-1945,,1,1,260-0176,-,-,-,-,-,-
BOM_260-0176,1000,260-0176,,1,1,280-1246,-,-,-,-,-,-
BOM_260-0176,2000,260-0176,,1,1,280-1246,-,-,-,-,-,-
BOM_260-0176,5000,260-0176,,1,1,280-1246,-,-,-,-,-,-
BOM_280-1246,1000,280-1246,,1,1,280-1049-29,-,-,-,-,-,-
BOM_280-1246,2000,280-1246,,1,1,280-1049-29,-,-,-,-,-,-
BOM_280-1246,5000,280-1246,,1,1,280-1049-29,-,-,-,-,-,-
BOM_280-1246,1000,280-1246,,2,2,280-1049-31,-,-,-,-,-,-
BOM_280-1246,2000,280-1246,,2,2,280-1049-31,-,-,-,-,-,-
BOM_280-1246,5000,280-1246,,2,2,280-1049-31,-,-,-,-,-,-
BOM_280-1246,1000,280-1246,,3,3,280-1049-33,-,-,-,-,-,-
BOM_280-1246,2000,280-1246,,3,3,280-1049-33,-,-,-,-,-,-
BOM_280-1246,5000,280-1246,,3,3,280-1049-33,-,-,-,-,-,-
BOM_280-1246,1000,280-1246,A2,4,4,280-1245-01,-,-,-,-,-,-
BOM_280-1246,2000,280-1246,A2,4,4,280-1245-01,-,-,-,-,-,-
BOM_280-1246,5000,280-1246,A2,4,4,280-1245-01,-,-,-,-,-,-
BOM_280-1246,1000,280-1246,A2,4,4,280-1245-02,-,-,-,-,-,-
BOM_280-1246,2000,280-1246,A2,4,4,280-1245-02,-,-,-,-,-,-
BOM_280-1246,5000,280-1246,A2,4,4,280-1245-02,-,-,-,-,-,-
BOM_280-1245-02,LOCATION-PCBA-Subcon,280-1245-02,,1,1,504-1385-00,-,-,-,-,-,-
BOM_280-1246,1000,280-1246,,5,5,910-0067,-,-,-,-,-,-
BOM_280-1246,2000,280-1246,,5,5,910-0067,-,-,-,-,-,-
BOM_280-1246,5000,280-1246,,5,5,910-0067,-,-,-,-,-,-
BOM_260-0176,1000,260-0176,B1,2,2,223-0011,-,-,-,-,-,-
BOM_260-0176,2000,260-0176,B1,2,2,223-0011,-,-,-,-,-,-
BOM_260-0176,5000,260-0176,B1,2,2,223-0011,-,-,-,-,-,-
BOM_260-0176,1000,260-0176,C1,3,3,223-0012,-,-,-,-,-,-
BOM_260-0176,2000,260-0176,C1,3,3,223-0012,-,-,-,-,-,-
BOM_260-0176,5000,260-0176,C1,3,3,223-0012,-,-,-,-,-,-
BOM_260-0176,1000,260-0176,,4,4,280-0650,-,-,-,-,-,-
BOM_260-0176,2000,260-0176,,4,4,280-0650,-,-,-,-,-,-
BOM_260-0176,5000,260-0176,,4,4,280-0650,-,-,-,-,-,-
BOM_260-0176,1000,260-0176,,5,5,320-0493,-,-,-,-,-,-
BOM_260-0176,2000,260-0176,,5,5,320-0493,-,-,-,-,-,-
BOM_260-0176,5000,260-0176,,5,5,320-0493,-,-,-,-,-,-
BOM_500-4129,1000,500-4129,,1,1,502-1945,-,-,-,-,-,-
BOM_500-4129,2000,500-4129,,1,1,502-1945,-,-,-,-,-,-
BOM_500-4129,5000,500-4129,,1,1,502-1945,-,-,-,-,-,-
BOM_500-4129,6000,500-4129,,1,1,502-1945,-,-,-,-,-,-
BOM_502-1945,1000,502-1945,,2,2,260-0176,-,-,-,-,-,-
BOM_502-1945,2000,502-1945,,2,2,260-0176,-,-,-,-,-,-
BOM_502-1945,5000,502-1945,,2,2,260-0176,-,-,-,-,-,-
BOM_260-0176,1000,260-0176,,6,6,280-1246,-,-,-,-,-,-
BOM_260-0176,2000,260-0176,,6,6,280-1246,-,-,-,-,-,-
BOM_260-0176,5000,260-0176,,6,6,280-1246,-,-,-,-,-,-
BOM_280-1246,1000,280-1246,,6,6,280-1049-29,-,-,-,-,-,-
BOM_280-1246,2000,280-1246,,6,6,280-1049-29,-,-,-,-,-,-
BOM_280-1246,5000,280-1246,,6,6,280-1049-29,-,-,-,-,-,-
BOM_280-1246,1000,280-1246,,7,7,280-1049-31,-,-,-,-,-,-
BOM_280-1246,2000,280-1246,,7,7,280-1049-31,-,-,-,-,-,-
BOM_280-1246,5000,280-1246,,7,7,280-1049-31,-,-,-,-,-,-
BOM_280-1246,1000,280-1246,,8,8,280-1049-33,-,-,-,-,-,-
BOM_280-1246,2000,280-1246,,8,8,280-1049-33,-,-,-,-,-,-
BOM_280-1246,5000,280-1246,,8,8,280-1049-33,-,-,-,-,-,-
BOM_280-1246,1000,280-1246,A2,4,4,280-1245-01,-,-,-,-,-,-
BOM_280-1246,2000,280-1246,A2,4,4,280-1245-01,-,-,-,-,-,-
BOM_280-1246,5000,280-1246,A2,4,4,280-1245-01,-,-,-,-,-,-
BOM_280-1246,1000,280-1246,A2,4,4,280-1245-02,-,-,-,-,-,-
BOM_280-1246,2000,280-1246,A2,4,4,280-1245-02,-,-,-,-,-,-
BOM_280-1246,5000,280-1246,A2,4,4,280-1245-02,-,-,-,-,-,-
BOM_280-1245-02,LOCATION-PCBA-Subcon,280-1245-02,,2,2,504-1385-00,-,-,-,-,-,-
BOM_280-1246,1000,280-1246,,9,9,910-0067,-,-,-,-,-,-
BOM_280-1246,2000,280-1246,,9,9,910-0067,-,-,-,-,-,-
BOM_280-1246,5000,280-1246,,9,9,910-0067,-,-,-,-,-,-
BOM_260-0176,1000,260-0176,B1,2,2,223-0011,-,-,-,-,-,-
BOM_260-0176,2000,260-0176,B1,2,2,223-0011,-,-,-,-,-,-
BOM_260-0176,5000,260-0176,B1,2,2,223-0011,-,-,-,-,-,-
BOM_260-0176,1000,260-0176,C1,3,3,223-0012,-,-,-,-,-,-
BOM_260-0176,2000,260-0176,C1,3,3,223-0012,-,-,-,-,-,-
BOM_260-0176,5000,260-0176,C1,3,3,223-0012,-,-,-,-,-,-
BOM_260-0176,1000,260-0176,,7,7,280-0650,-,-,-,-,-,-
BOM_260-0176,2000,260-0176,,7,7,280-0650,-,-,-,-,-,-
BOM_260-0176,5000,260-0176,,7,7,280-0650,-,-,-,-,-,-
BOM_260-0176,1000,260-0176,,8,8,320-0493,-,-,-,-,-,-
BOM_260-0176,2000,260-0176,,8,8,320-0493,-,-,-,-,-,-
BOM_260-0176,5000,260-0176,,8,8,320-0493,-,-,-,-,-,-
BOM_500-4164-02,1000,500-4164-02,,1,1,502-1783-02,-,-,-,-,-,-
BOM_500-4164-02,2000,500-4164-02,,1,1,502-1783-02,-,-,-,-,-,-
BOM_500-4164-02,5000,500-4164-02,,1,1,502-1783-02,-,-,-,-,-,-
BOM_500-4164-02,6000,500-4164-02,,1,1,502-1783-02,-,-,-,-,-,-
BOM_502-1783-02,1000,502-1783-02,A1,1,1,260-0141-02,-,-,-,-,-,-
BOM_502-1783-02,2000,502-1783-02,A1,1,1,260-0141-02,-,-,-,-,-,-
BOM_502-1783-02,5000,502-1783-02,A1,1,1,260-0141-02,-,-,-,-,-,-
BOM_260-0141-02,1000,260-0141-02,B1,1,1,280-1160-02,-,-,-,-,-,-
BOM_260-0141-02,2000,260-0141-02,B1,1,1,280-1160-02,-,-,-,-,-,-
BOM_260-0141-02,5000,260-0141-02,B1,1,1,280-1160-02,-,-,-,-,-,-
BOM_280-1160-02,1000,280-1160-02,,49,49,280-1049-27,-,-,-,-,-,-
BOM_280-1160-02,2000,280-1160-02,,49,49,280-1049-27,-,-,-,-,-,-
BOM_280-1160-02,5000,280-1160-02,,49,49,280-1049-27,-,-,-,-,-,-
BOM_280-1160-02,1000,280-1160-02,,50,50,280-1049-29,-,-,-,-,-,-
BOM_280-1160-02,2000,280-1160-02,,50,50,280-1049-29,-,-,-,-,-,-
BOM_280-1160-02,5000,280-1160-02,,50,50,280-1049-29,-,-,-,-,-,-
BOM_280-1160-02,1000,280-1160-02,,51,51,280-1049-31,-,-,-,-,-,-
BOM_280-1160-02,2000,280-1160-02,,51,51,280-1049-31,-,-,-,-,-,-
BOM_280-1160-02,5000,280-1160-02,,51,51,280-1049-31,-,-,-,-,-,-
BOM_280-1160-02,1000,280-1160-02,,52,52,280-1049-33,-,-,-,-,-,-
BOM_280-1160-02,2000,280-1160-02,,52,52,280-1049-33,-,-,-,-,-,-
BOM_280-1160-02,5000,280-1160-02,,52,52,280-1049-33,-,-,-,-,-,-
BOM_280-1160-02,1000,280-1160-02,,53,53,280-1159,-,-,-,-,-,-
BOM_280-1160-02,2000,280-1160-02,,53,53,280-1159,-,-,-,-,-,-
